Row,Component_1,Component_2,Component_3
lh_postcentral-rh_frontalpole,-1.9699269433479e-05,-1.33014268074377e-05,5.4715867147449e-06
lh_postcentral-rh_temporalpole,-7.88643450357732e-07,2.11817254532761e-05,6.00733308232432e-06
lh_postcentral-rh_transversetemporal,-1.64114729559679e-05,-1.04451177242067e-05,-1.56676093256169e-05
lh_postcentral-rh_insula,-1.31559678751566e-05,-5.23495840413866e-06,-2.73768451787447e-05
lh_posteriorcingulate-lh_precentral,-5.5730652622712e-06,1.44012469027332e-05,2.82114533196039e-05
lh_posteriorcingulate-lh_precuneus,-8.46594446161935e-06,8.4940078187094e-06,2.28813763961107e-05
lh_posteriorcingulate-lh_rostralanteriorcingulate,-1.61488145305173e-05,-5.47970961364337e-06,1.77398640342058e-05
lh_posteriorcingulate-lh_rostralmiddlefrontal,-8.36088813442757e-06,5.15928088603843e-06,2.18848816418625e-06
lh_posteriorcingulate-lh_superiorfrontal,-5.53889988194324e-06,1.63594050636e-05,2.15265444371823e-05
lh_posteriorcingulate-lh_superiorparietal,-2.74898654167174e-06,1.88872643985921e-05,2.87652138520255e-05
lh_posteriorcingulate-lh_superiortemporal,-8.95566327959699e-06,9.2733604683377e-06,1.31689837632608e-05
lh_posteriorcingulate-lh_supramarginal,-5.86885623682222e-06,1.0572364798438e-05,2.02661882707852e-05
lh_posteriorcingulate-lh_frontalpole,-1.90455140046587e-05,-9.99210568209465e-06,-1.23256966543009e-05
lh_posteriorcingulate-lh_temporalpole,-1.06622032286934e-05,6.61768328222455e-06,-1.38986925416369e-05
lh_posteriorcingulate-lh_transversetemporal,-7.37687059569496e-06,7.05187538756378e-06,3.09098887931204e-05
lh_posteriorcingulate-lh_insula,2.28233742072646e-06,3.00835737156398e-05,5.51780646600061e-05
lh_posteriorcingulate-rh_bankssts,-2.85357952740822e-06,1.45598856435416e-05,3.24107577408824e-05
lh_posteriorcingulate-rh_caudalanteriorcingulate,-5.75370192746293e-06,2.45792774733639e-07,1.37244976107196e-05
lh_posteriorcingulate-rh_caudalmiddlefrontal,9.20862901350369e-07,2.41554591702631e-05,4.12955113910206e-05
lh_posteriorcingulate-rh_cuneus,-1.76837935263194e-05,-2.25359323483932e-05,-7.6151059815975e-05
lh_posteriorcingulate-rh_entorhinal,-1.5280653564632e-05,-1.0574869617828e-05,-2.52908325945695e-05
lh_posteriorcingulate-rh_fusiform,-6.13015466558055e-06,1.20033792179688e-05,3.1030356604854e-05
lh_posteriorcingulate-rh_inferiorparietal,-8.13021755358323e-06,4.65519830590162e-06,7.1597057612496e-06
lh_posteriorcingulate-rh_inferiortemporal,-1.45273746373391e-05,-2.89679518596709e-06,-1.08835922870673e-05
lh_posteriorcingulate-rh_isthmuscingulate,-1.39837349194064e-05,-1.69018326844102e-05,-3.29224587189877e-05
lh_posteriorcingulate-rh_lateraloccipital,-1.52594161864639e-05,-6.65172487147209e-06,-1.46579941691438e-05
lh_posteriorcingulate-rh_lateralorbitofrontal,-9.46951978365427e-06,9.23660833358265e-06,2.76256667271159e-05
lh_posteriorcingulate-rh_lingual,-1.33044765122429e-05,-1.11651892286913e-05,-4.36898354022763e-05
lh_posteriorcingulate-rh_medialorbitofrontal,-2.10827711320408e-05,-1.29881620488367e-05,-1.74469899120927e-05
lh_posteriorcingulate-rh_middletemporal,-1.24015236940687e-05,2.26377423444868e-06,7.24974205103757e-06
lh_posteriorcingulate-rh_parahippocampal,-9.43330700309963e-06,2.70727033371972e-06,1.43664704804933e-05
lh_posteriorcingulate-rh_paracentral,-9.19137553874754e-06,7.64537196191278e-06,2.44915116478324e-05
lh_posteriorcingulate-rh_parsopercularis,2.37122033025942e-07,2.5573839155907e-05,5.5356348175896e-05
lh_posteriorcingulate-rh_parsorbitalis,-1.23963682768754e-05,6.33203918422926e-06,1.81858747559047e-05
lh_posteriorcingulate-rh_parstriangularis,-3.96439412957666e-06,1.78749137010255e-05,4.18208138478032e-05
lh_posteriorcingulate-rh_pericalcarine,-6.91614423061622e-06,-1.20137572672203e-05,-6.216365940686e-05
lh_posteriorcingulate-rh_postcentral,-1.41911419902948e-05,-3.54158975047533e-07,1.05351353714949e-06
lh_posteriorcingulate-rh_posteriorcingulate,-7.65388861981686e-06,-1.01845097303597e-05,-1.25398949633803e-05
lh_posteriorcingulate-rh_precentral,-5.13834131154218e-06,1.58708113205413e-05,3.26157924267289e-05
lh_posteriorcingulate-rh_precuneus,-1.13008266782546e-05,8.6303455308636e-07,2.26614460893298e-06
lh_posteriorcingulate-rh_rostralanteriorcingulate,-1.05376042363279e-05,8.25336461716623e-07,3.35332985404125e-05
lh_posteriorcingulate-rh_rostralmiddlefrontal,-4.87886038562711e-06,1.42400265386444e-05,2.21845445844569e-05
lh_posteriorcingulate-rh_superiorfrontal,-7.13289311337545e-06,1.31458386790466e-05,1.91678863505837e-05
lh_posteriorcingulate-rh_superiorparietal,-2.46188915630221e-06,1.94773313811436e-05,2.9847979135786e-05
lh_posteriorcingulate-rh_superiortemporal,-9.04813250967027e-06,1.05944398414002e-05,1.61297677260098e-05
lh_posteriorcingulate-rh_supramarginal,-5.60975688627745e-06,1.10644744072188e-05,1.91073046267316e-05
lh_posteriorcingulate-rh_frontalpole,-2.13983730726322e-05,-1.46775744817712e-05,-1.957143116393e-05
lh_posteriorcingulate-rh_temporalpole,-9.86464520567859e-06,7.99759807492515e-06,-1.582874182714e-05
lh_posteriorcingulate-rh_transversetemporal,-6.28465473645517e-06,1.02067754186604e-05,3.89227895149605e-05
lh_posteriorcingulate-rh_insula,-2.9834459091555e-06,1.92672753626858e-05,3.36108940754204e-05
lh_precentral-lh_precuneus,8.95562731233666e-07,2.31599067483036e-05,3.00750535436341e-05
lh_precentral-lh_rostralanteriorcingulate,-2.83753488370793e-05,-2.41606914830976e-05,-1.71919304802488e-05
lh_precentral-lh_rostralmiddlefrontal,7.53747487786881e-07,2.34398776873164e-05,4.28851103813069e-05
lh_precentral-lh_superiorfrontal,-2.1054920255736e-05,-1.61176982420991e-05,-9.15537257923137e-06
lh_precentral-lh_superiorparietal,1.3133763205213e-05,4.72847910484839e-05,5.63049394642587e-05
lh_precentral-lh_superiortemporal,-1.3011781667841e-05,1.8923325709327e-06,1.45922382769282e-05
lh_precentral-lh_supramarginal,-1.35797169968867e-05,-1.16485002977037e-05,-1.7186969948544e-05
lh_precentral-lh_frontalpole,-1.00447653580935e-05,2.70150610908508e-06,2.42719312819143e-05
lh_precentral-lh_temporalpole,-4.578920467123e-06,1.55767297002314e-05,1.19474527419304e-06
lh_precentral-lh_transversetemporal,-1.46590132655349e-05,-1.40159874981648e-05,-2.71403618603082e-05
lh_precentral-lh_insula,-1.40606587134918e-05,-1.19680827010785e-05,-3.6541916886711e-05
lh_precentral-rh_bankssts,-1.52828869769317e-05,-1.64713352050814e-05,-1.63067021250782e-05
lh_precentral-rh_caudalanteriorcingulate,-3.88544310572877e-06,1.85688215691304e-05,4.00615270430162e-05
lh_precentral-rh_caudalmiddlefrontal,-1.00103986591376e-05,1.42636244888668e-06,1.43760628527834e-05
lh_precentral-rh_cuneus,7.94275427103555e-06,2.26560879756025e-05,-2.92323350633689e-05
lh_precentral-rh_entorhinal,-7.85377497874979e-06,2.05716349077324e-06,5.48315298865017e-06
lh_precentral-rh_fusiform,-1.4069829413256e-05,-4.36506117543995e-07,1.53352555045543e-05
lh_precentral-rh_inferiorparietal,-6.22619427532795e-06,7.28956100874036e-07,-4.38879262142733e-06
lh_precentral-rh_inferiortemporal,-1.90078741084827e-05,-1.22147432774091e-05,-4.65763058422477e-06
lh_precentral-rh_isthmuscingulate,7.23455388424365e-06,2.57765754018293e-05,-5.02355179196065e-06
lh_precentral-rh_lateraloccipital,7.94840126304252e-06,2.91173900993445e-05,6.45008381161253e-06
lh_precentral-rh_lateralorbitofrontal,-1.75798265737996e-05,-1.05524107808481e-05,-2.88145763129341e-06
lh_precentral-rh_lingual,9.70280156153926e-06,3.34007213109676e-05,-3.85474938029337e-06
lh_precentral-rh_medialorbitofrontal,-8.52501216261146e-06,9.77733076833908e-06,2.62882207222792e-05
lh_precentral-rh_middletemporal,-2.0269156812151e-05,-1.80332896825883e-05,-1.57487394302048e-05
lh_precentral-rh_parahippocampal,-4.64264029726586e-06,1.13180527275149e-05,3.12501843936425e-05
lh_precentral-rh_paracentral,-4.74880549746777e-06,1.20129128312534e-05,2.05157843851729e-05
lh_precentral-rh_parsopercularis,-1.07564973401895e-05,-2.02025784863379e-06,7.89795539723743e-06
lh_precentral-rh_parsorbitalis,-9.52138353352048e-06,3.33900484099189e-06,2.30045602762994e-05
lh_precentral-rh_parstriangularis,-1.23121752883889e-06,1.39875070175125e-05,3.00227730541025e-05
lh_precentral-rh_pericalcarine,1.09965081047208e-05,2.8105284122512e-05,-1.51483041546432e-05
lh_precentral-rh_postcentral,4.38254467741398e-06,2.64267733488848e-05,1.70373233974836e-05
lh_precentral-rh_posteriorcingulate,-5.32387587460335e-06,1.25366772333171e-05,1.7333219119637e-05
lh_precentral-rh_precentral,-7.61764434543338e-06,7.41952262561419e-06,3.37858241138766e-05
lh_precentral-rh_precuneus,3.07688893911462e-08,1.88062026971987e-05,1.77799431223407e-05
lh_precentral-rh_rostralanteriorcingulate,-2.65361927812172e-05,-2.21197759295788e-05,-4.36184787110866e-06
lh_precentral-rh_rostralmiddlefrontal,3.39150243057271e-06,2.53066596515732e-05,3.89797937794081e-05
lh_precentral-rh_superiorfrontal,-1.9833722321359e-05,-1.28304569837491e-05,2.11489275032078e-06
lh_precentral-rh_superiorparietal,1.4489559992263e-05,4.82871136665708e-05,5.93609554991989e-05
lh_precentral-rh_superiortemporal,-1.17497180133908e-05,3.14058214208202e-06,2.24735328021741e-05
lh_precentral-rh_supramarginal,-1.37881843188338e-05,-7.24709174786779e-06,-3.17957549374585e-06
lh_precentral-rh_frontalpole,-1.28631753100367e-05,-2.75965554022837e-06,1.52517990342161e-05
lh_precentral-rh_temporalpole,-3.89969002316455e-06,1.65821179824915e-05,1.2692543886926e-06
lh_precentral-rh_transversetemporal,-1.25677770333016e-05,-8.49895918725847e-06,-8.46171217139996e-06
lh_precentral-rh_insula,-1.58243319245901e-05,-1.40104556531315e-05,-3.32639058578679e-05
lh_precuneus-lh_rostralanteriorcingulate,-2.62205739834723e-05,-2.11499336806915e-05,-8.98472505988801e-06
lh_precuneus-lh_rostralmiddlefrontal,-1.78844664144186e-05,-1.49131175241203e-05,-2.13162293133263e-05
lh_precuneus-lh_superiorfrontal,-1.39068765888766e-05,-7.72457327506286e-06,-3.06515735773536e-05
lh_precuneus-lh_superiorparietal,2.20538845724331e-06,2.48668036595603e-05,3.67538022364328e-05
lh_precuneus-lh_superiortemporal,6.7901024241415e-08,2.38563423650056e-05,3.03473077169168e-05
lh_precuneus-lh_supramarginal,-9.94057399552011e-06,-3.77483354135733e-07,-9.54203162037281e-06
lh_precuneus-lh_frontalpole,-8.35563806204062e-06,-7.74641080482192e-07,1.6733967754317e-05
lh_precuneus-lh_temporalpole,1.14197827188605e-06,2.30791337328601e-05,4.30145679279976e-06
lh_precuneus-lh_transversetemporal,-1.64359232260106e-05,-1.26337508104512e-05,-1.19815101773611e-05
lh_precuneus-lh_insula,-1.75371859656676e-06,1.89771776604898e-05,2.58835199879399e-05
lh_precuneus-rh_bankssts,-1.09768269516086e-05,-4.76614969220132e-06,-4.55032137682213e-06
lh_precuneus-rh_caudalanteriorcingulate,-6.47691874206758e-06,9.71255892800206e-06,2.39070150172737e-05
lh_precuneus-rh_caudalmiddlefrontal,-6.20882207057957e-06,9.22965747152323e-06,1.34589720844479e-05
lh_precuneus-rh_cuneus,2.85776119179193e-06,1.75295136025007e-05,-1.42334277078224e-05
lh_precuneus-rh_entorhinal,-6.20574916782525e-06,1.70630354074455e-06,-4.67987170695084e-06
lh_precuneus-rh_fusiform,-1.20110794737553e-05,-1.11422585941721e-06,2.76987864875237e-06
lh_precuneus-rh_inferiorparietal,-1.21897716844606e-05,8.95745546685013e-07,1.67656669075298e-05
lh_precuneus-rh_inferiortemporal,-1.48336162575284e-05,-6.88784303893054e-06,-1.4796337946798e-05
lh_precuneus-rh_isthmuscingulate,5.41423866786783e-06,2.21499098379681e-05,6.48393761616869e-06
lh_precuneus-rh_lateraloccipital,-5.52005008667327e-07,1.84785959877878e-05,1.68137943366884e-05
lh_precuneus-rh_lateralorbitofrontal,-1.63761200804919e-05,-6.34502581102705e-06,4.68771841987397e-06
lh_precuneus-rh_lingual,4.75323296051284e-06,2.68189486937836e-05,3.59581521759241e-06
lh_precuneus-rh_medialorbitofrontal,-1.50252132388995e-05,-4.91223284174875e-06,1.90978096687135e-05
lh_precuneus-rh_middletemporal,-1.04941774182449e-05,2.23723592547235e-06,1.37496670082762e-06
lh_precuneus-rh_parahippocampal,-1.26216048753497e-05,-1.0501985619385e-05,-1.12848757756694e-05
lh_precuneus-rh_paracentral,-1.4516000293169e-05,-7.95331743727604e-06,-1.93974367922419e-05
lh_precuneus-rh_parsopercularis,-2.82590430617485e-06,1.66558707616026e-05,3.15401806420153e-05
lh_precuneus-rh_parsorbitalis,-7.55439831319345e-06,8.27193177179385e-06,3.16035983442023e-05
lh_precuneus-rh_parstriangularis,-9.87960374151019e-06,-1.4962687567237e-07,4.57811442836222e-06
lh_precuneus-rh_pericalcarine,6.9922733825582e-06,1.97140970541214e-05,-1.28697273701435e-05
lh_precuneus-rh_postcentral,-2.43941712404731e-06,1.51290907559984e-05,2.29126905973015e-05
lh_precuneus-rh_posteriorcingulate,-6.73732420414708e-06,9.45227945260096e-06,1.63717520077315e-05
lh_precuneus-rh_precentral,-3.60780914950312e-06,1.6008754114657e-05,2.60101944197016e-05
lh_precuneus-rh_precuneus,-1.53498842373273e-05,-8.02376718427018e-06,-1.26189680195572e-05
lh_precuneus-rh_rostralanteriorcingulate,-2.49104034810944e-05,-2.14860757098951e-05,-8.95641232232283e-06
lh_precuneus-rh_rostralmiddlefrontal,-1.68209555109445e-05,-1.46279739632276e-05,-2.23542806622476e-05
lh_precuneus-rh_superiorfrontal,-1.67218314908585e-05,-1.26588521305501e-05,-2.92290677935253e-05
lh_precuneus-rh_superiorparietal,4.9740102888863e-06,3.11472289105337e-05,5.18759366735947e-05
lh_precuneus-rh_superiortemporal,9.60153746195169e-07,2.71510210153273e-05,4.35249748573097e-05
lh_precuneus-rh_supramarginal,-8.25542215206243e-06,7.54959675278743e-06,1.45965980110108e-05
lh_precuneus-rh_frontalpole,-1.25882070797135e-05,-7.16405431389974e-06,1.06855710166721e-05
lh_precuneus-rh_temporalpole,2.06287316178666e-06,2.49186611983303e-05,9.60990778714043e-06
lh_precuneus-rh_transversetemporal,-1.3496142140713e-05,-4.37843953150169e-06,1.24949061867734e-05
lh_precuneus-rh_insula,-5.05863352715705e-06,1.30625487880396e-05,1.86186800125781e-05
lh_rostralanteriorcingulate-lh_rostralmiddlefrontal,-2.24319690206866e-05,-1.46662177233606e-05,-6.97370857195801e-06
lh_rostralanteriorcingulate-lh_superiorfrontal,-2.47034822791258e-05,-1.56451789846338e-05,-7.09823563553769e-06
lh_rostralanteriorcingulate-lh_superiorparietal,-1.75844905188318e-05,-5.57350848117246e-07,1.4170018487868e-05
lh_rostralanteriorcingulate-lh_superiortemporal,-2.70962873585325e-05,-2.09454298568942e-05,-1.40948672609021e-05
lh_rostralanteriorcingulate-lh_supramarginal,-2.78604678956033e-05,-2.47744691740293e-05,-1.49607582838456e-05
lh_rostralanteriorcingulate-lh_frontalpole,-2.29804825711049e-05,-1.52918445422736e-05,-1.0191443549681e-05
lh_rostralanteriorcingulate-lh_temporalpole,-1.43842620498469e-05,-5.45858082486489e-06,-3.32556194972502e-05
lh_rostralanteriorcingulate-lh_transversetemporal,-2.26648770749567e-05,-2.30920287588087e-05,-1.70232321813877e-05
lh_rostralanteriorcingulate-lh_insula,-7.67283760229286e-06,3.24315548495697e-06,3.69096695127418e-06
lh_rostralanteriorcingulate-rh_bankssts,-1.77515160677867e-05,-1.14342219909974e-05,6.40846553442629e-06
lh_rostralanteriorcingulate-rh_caudalanteriorcingulate,-2.74580110904218e-06,1.24068499840121e-05,3.66884593999574e-05
lh_rostralanteriorcingulate-rh_caudalmiddlefrontal,-1.83443472643554e-05,-2.99511035217866e-06,2.27394219821535e-05
lh_rostralanteriorcingulate-rh_cuneus,-1.52532167750316e-05,-8.94647688359601e-06,-4.14285541098727e-05
lh_rostralanteriorcingulate-rh_entorhinal,-2.28365525674801e-05,-2.60952365998188e-05,-4.58728624060529e-05
lh_rostralanteriorcingulate-rh_fusiform,-2.39551270118367e-05,-2.0823851658541e-05,-1.36132723336357e-05
lh_rostralanteriorcingulate-rh_inferiorparietal,-2.49882800144091e-05,-1.85346971214052e-05,-3.66925251774958e-06
lh_rostralanteriorcingulate-rh_inferiortemporal,-2.97860852238595e-05,-3.05451540180425e-05,-4.10034200811146e-05
lh_rostralanteriorcingulate-rh_isthmuscingulate,-1.40813238401602e-05,-9.67143045534075e-06,-1.89153865719188e-05
lh_rostralanteriorcingulate-rh_lateraloccipital,-2.18457234380429e-05,-1.07389170959938e-05,-9.84464340884704e-07
lh_rostralanteriorcingulate-rh_lateralorbitofrontal,-2.17908546243639e-05,-1.37988064753848e-05,1.28368597633716e-06
lh_rostralanteriorcingulate-rh_lingual,-1.6626252659368e-05,-8.75448642038438e-06,-3.09624790225449e-05
lh_rostralanteriorcingulate-rh_medialorbitofrontal,-2.27100233706192e-05,-1.60000212218762e-05,-8.61525210958627e-06
lh_rostralanteriorcingulate-rh_middletemporal,-2.81859780158481e-05,-2.2636349926742e-05,-1.301795630673e-05
lh_rostralanteriorcingulate-rh_parahippocampal,-2.04764162971124e-05,-1.58794251676975e-05,-2.19930958813259e-05
lh_rostralanteriorcingulate-rh_paracentral,-2.42327739402552e-05,-1.84035194148118e-05,-3.36865281925795e-06
lh_rostralanteriorcingulate-rh_parsopercularis,-1.6512305382504e-05,6.57743680665255e-07,3.70125002012596e-05
lh_rostralanteriorcingulate-rh_parsorbitalis,-2.09115810782265e-05,-7.31666953738837e-06,1.36559003638272e-05
lh_rostralanteriorcingulate-rh_parstriangularis,-1.95297788122754e-05,-5.13132583060391e-06,2.24822351703804e-05
lh_rostralanteriorcingulate-rh_pericalcarine,-6.79733639553796e-06,-1.68785380301574e-06,-3.81132021138015e-05
lh_rostralanteriorcingulate-rh_postcentral,-2.20536499840771e-05,-1.04030086173855e-05,-4.52407748086675e-06
lh_rostralanteriorcingulate-rh_posteriorcingulate,-1.36161366869333e-05,-9.04920669354792e-07,2.26142995604104e-05
lh_rostralanteriorcingulate-rh_precentral,-2.53876142301371e-05,-1.68545958459409e-05,-1.96909867357394e-06
lh_rostralanteriorcingulate-rh_precuneus,-2.75070374141251e-05,-2.61771070480129e-05,-2.42793865258064e-05
lh_rostralanteriorcingulate-rh_rostralanteriorcingulate,-1.25533865195313e-05,-9.99220470664963e-06,1.2882978665462e-05
lh_rostralanteriorcingulate-rh_rostralmiddlefrontal,-1.9937493767692e-05,-8.38622119787333e-06,1.07664514183646e-06
lh_rostralanteriorcingulate-rh_superiorfrontal,-2.39707301755724e-05,-1.58900007442888e-05,-7.39372455659332e-06
lh_rostralanteriorcingulate-rh_superiorparietal,-1.43613585419868e-05,6.31237355996045e-06,2.82065605647935e-05
lh_rostralanteriorcingulate-rh_superiortemporal,-2.93626760993297e-05,-2.52304633058959e-05,-2.63282953956859e-05
lh_rostralanteriorcingulate-rh_supramarginal,-2.69969080285993e-05,-2.3321666270014e-05,-1.41986423254179e-05
lh_rostralanteriorcingulate-rh_frontalpole,-2.32573811580271e-05,-1.65780884161761e-05,-1.14960619257971e-05
lh_rostralanteriorcingulate-rh_temporalpole,-1.2744338023812e-05,-2.4619867582233e-06,-3.17831250499127e-05
lh_rostralanteriorcingulate-rh_transversetemporal,-1.87889167332469e-05,-1.37688253531578e-05,5.10141644751367e-06
lh_rostralanteriorcingulate-rh_insula,-1.19280468041021e-05,-4.19011693423308e-06,-8.85068172554331e-06
lh_rostralmiddlefrontal-lh_superiorfrontal,-1.01811285908503e-05,-2.30521338794574e-06,-1.19400675531391e-05
lh_rostralmiddlefrontal-lh_superiorparietal,-5.20252012113077e-06,1.93519085249591e-05,3.73178134374611e-05
lh_rostralmiddlefrontal-lh_superiortemporal,2.04873811051745e-06,2.53035553860513e-05,3.65568274843407e-05
lh_rostralmiddlefrontal-lh_supramarginal,-1.09007320315299e-05,-1.00569164504344e-05,-2.04519458873771e-05
lh_rostralmiddlefrontal-lh_frontalpole,-1.84692666377963e-05,-1.72876429711957e-05,-1.50479824340014e-05
lh_rostralmiddlefrontal-lh_temporalpole,3.65864380382688e-07,1.99717751112021e-05,-5.91793117795626e-06
lh_rostralmiddlefrontal-lh_transversetemporal,-1.68705402322452e-05,-1.23712146786168e-05,-1.41299252958029e-05
lh_rostralmiddlefrontal-lh_insula,8.22453768519274e-07,2.44412413166737e-05,2.20934323975392e-05
lh_rostralmiddlefrontal-rh_bankssts,-9.6418065006326e-06,-4.11342605581036e-06,-4.04090274646546e-06
lh_rostralmiddlefrontal-rh_caudalanteriorcingulate,-5.48954362193042e-06,1.01324115711659e-05,1.43775710929257e-05
lh_rostralmiddlefrontal-rh_caudalmiddlefrontal,-5.93504839943638e-06,4.727966964073e-06,1.20272971020015e-05
lh_rostralmiddlefrontal-rh_cuneus,-3.91564087519027e-06,3.55234500408135e-06,-5.29462886387783e-05
lh_rostralmiddlefrontal-rh_entorhinal,-4.86204098395686e-06,8.33285721279033e-07,-1.10168157235582e-05
lh_rostralmiddlefrontal-rh_fusiform,-2.46509735334619e-06,1.31311181339573e-05,1.65350372284735e-05
lh_rostralmiddlefrontal-rh_inferiorparietal,-1.73717628005598e-05,-1.71088596117318e-05,-1.66656760058328e-05
lh_rostralmiddlefrontal-rh_inferiortemporal,-6.91134055647748e-07,1.75712889387996e-05,3.44219455114174e-05
lh_rostralmiddlefrontal-rh_isthmuscingulate,8.79354667094646e-06,2.54978812302292e-05,-2.71708845179055e-06
lh_rostralmiddlefrontal-rh_lateraloccipital,-6.4414592444702e-06,5.70220580866555e-06,-1.83799333015362e-05
lh_rostralmiddlefrontal-rh_lateralorbitofrontal,-1.02103017151473e-05,3.68627032040045e-06,1.74021304147149e-05
lh_rostralmiddlefrontal-rh_lingual,2.8739135306923e-06,2.32738650785055e-05,-1.41724014967138e-05
lh_rostralmiddlefrontal-rh_medialorbitofrontal,-2.09349608821512e-05,-1.9653846132421e-05,-2.31004872911682e-05
lh_rostralmiddlefrontal-rh_middletemporal,-5.77729212639992e-06,7.57459234872623e-06,1.15862799406022e-05
lh_rostralmiddlefrontal-rh_parahippocampal,-7.15096880219108e-06,2.35532663230335e-06,4.1570862473016e-06
lh_rostralmiddlefrontal-rh_paracentral,-1.58998954461861e-05,-8.69828187539703e-06,-1.70825081850955e-05
lh_rostralmiddlefrontal-rh_parsopercularis,-5.02556615189025e-06,7.98018998877594e-06,1.95990388624211e-05
lh_rostralmiddlefrontal-rh_parsorbitalis,-8.91785380275366e-06,5.47969800427957e-06,3.54465186191245e-05
lh_rostralmiddlefrontal-rh_parstriangularis,-1.16305528526306e-05,-5.69107337197267e-06,8.07897782885847e-06
lh_rostralmiddlefrontal-rh_pericalcarine,7.49979975378612e-06,2.43344709235895e-05,-7.07050118844132e-06
lh_rostralmiddlefrontal-rh_postcentral,-6.04871483350265e-06,1.37774033660232e-05,1.7110158638249e-05
lh_rostralmiddlefrontal-rh_posteriorcingulate,-4.78326934895883e-06,9.71450310340688e-06,3.2910458544223e-06
lh_rostralmiddlefrontal-rh_precentral,-3.07715109942587e-06,1.7738563256445e-05,4.29487885755759e-05
lh_rostralmiddlefrontal-rh_precuneus,-1.4476594952414e-05,-4.89397606514892e-06,3.78944768029386e-07
lh_rostralmiddlefrontal-rh_rostralanteriorcingulate,-2.13911604578086e-05,-1.54119155066099e-05,-2.70720929806426e-06
lh_rostralmiddlefrontal-rh_rostralmiddlefrontal,-2.23826710424713e-05,-2.96104744484198e-05,-4.33022714920191e-05
lh_rostralmiddlefrontal-rh_superiorfrontal,-1.45066957084133e-05,-1.05753003263331e-05,-1.71224119677735e-05
lh_rostralmiddlefrontal-rh_superiorparietal,-2.79447419060491e-06,2.16524776607492e-05,3.80945668268454e-05
lh_rostralmiddlefrontal-rh_superiortemporal,2.79178383915614e-06,3.05329604672944e-05,5.59928735406794e-05
lh_rostralmiddlefrontal-rh_supramarginal,-6.77096157394454e-06,5.78585743658438e-06,2.40941784337286e-05
lh_rostralmiddlefrontal-rh_frontalpole,-2.27768816255906e-05,-2.39725356336272e-05,-2.14388881075124e-05
lh_rostralmiddlefrontal-rh_temporalpole,1.42458558777951e-06,2.24407270212483e-05,-5.25563191982387e-07
lh_rostralmiddlefrontal-rh_transversetemporal,-1.73831422397799e-05,-1.34217662160946e-05,-1.4206065705644e-05
lh_rostralmiddlefrontal-rh_insula,-4.05451116965902e-06,1.41162205698477e-05,3.78896874305346e-06
lh_superiorfrontal-lh_superiorparietal,-3.52984025608439e-06,1.79574499800859e-05,9.60211567012958e-06
lh_superiorfrontal-lh_superiortemporal,-1.38128570212305e-05,-3.48787895821206e-06,3.04235839853956e-06
lh_superiorfrontal-lh_supramarginal,-2.51720797111609e-05,-3.43134783598945e-05,-5.09285241790025e-05
lh_superiorfrontal-lh_frontalpole,-1.31686154963248e-05,-1.26839117140941e-05,-8.35798507486733e-06
lh_superiorfrontal-lh_temporalpole,5.64490903925863e-07,1.56518506142957e-05,-1.10438212231991e-05
lh_superiorfrontal-lh_transversetemporal,-1.66062529135025e-05,-1.89553321980546e-05,-3.55273404286543e-05
lh_superiorfrontal-lh_insula,-6.82847470512802e-06,1.02627565394405e-05,6.83999145808511e-07
lh_superiorfrontal-rh_bankssts,-1.57576154893252e-05,-1.43477520107221e-05,-1.26560015029077e-05
lh_superiorfrontal-rh_caudalanteriorcingulate,-1.04765477296788e-06,2.11447660230315e-05,3.62408429001096e-05
lh_superiorfrontal-rh_caudalmiddlefrontal,-1.65544597563581e-05,-7.54411074540263e-06,4.65835098229944e-07
lh_superiorfrontal-rh_cuneus,3.47437928739827e-07,1.20459246129759e-05,-4.01096347841835e-05
lh_superiorfrontal-rh_entorhinal,-5.51736408856361e-06,1.6499744801812e-06,-3.44370897785692e-06
lh_superiorfrontal-rh_fusiform,-1.26730441725245e-05,-3.43058448689615e-07,-1.00943541860517e-05
lh_superiorfrontal-rh_inferiorparietal,-1.42974330978176e-05,-1.34985161645755e-05,-2.45478038547067e-05
lh_superiorfrontal-rh_inferiortemporal,-1.79911227123097e-05,-8.89920440081721e-06,-1.10868346180062e-05
lh_superiorfrontal-rh_isthmuscingulate,6.37020134356335e-06,2.34345671364753e-05,-1.63463041498974e-05
lh_superiorfrontal-rh_lateraloccipital,-1.81390834959001e-06,1.33549887496334e-05,-1.12168119254345e-05
lh_superiorfrontal-rh_lateralorbitofrontal,-1.29261944094123e-05,-3.17487935256335e-06,3.26717222723603e-06
lh_superiorfrontal-rh_lingual,2.82118344382805e-06,2.36209154470706e-05,-1.64237590549385e-05
lh_superiorfrontal-rh_medialorbitofrontal,-6.48623996486847e-06,2.06358319972253e-06,-2.23718696801717e-07
lh_superiorfrontal-rh_middletemporal,-2.17732695295606e-05,-2.18551172912408e-05,-3.60906351022266e-05
lh_superiorfrontal-rh_parahippocampal,-9.25572790978977e-06,-3.8793102716294e-06,-2.35488003404992e-05
lh_superiorfrontal-rh_paracentral,-9.68278291336126e-06,4.62843276989517e-07,8.15332767455114e-06
lh_superiorfrontal-rh_parsopercularis,-1.41610302787665e-05,-7.61400701454675e-06,-4.03655391058707e-09
