Row,Component_1,Component_2,Component_3
lh_cuneus-rh_parsopercularis,1.36155056020625e-06,1.93392671542006e-05,-1.24173381109946e-05
lh_cuneus-rh_parsorbitalis,-2.36430521415695e-06,1.17725313174673e-05,-2.55943387191674e-05
lh_cuneus-rh_parstriangularis,-5.19738598795295e-06,2.26057895521987e-06,-5.20363247759305e-05
lh_cuneus-rh_pericalcarine,5.15771971847883e-08,8.15199031742819e-06,2.08220604968028e-05
lh_cuneus-rh_postcentral,-2.6071422686373e-06,1.17180684130526e-05,-1.1483054722906e-05
lh_cuneus-rh_posteriorcingulate,-1.41999582867604e-05,-8.64370516897017e-06,-3.47597625936877e-05
lh_cuneus-rh_precentral,3.54855739809514e-06,1.92393151014949e-05,-2.40557104231493e-05
lh_cuneus-rh_precuneus,-5.45670509428983e-07,1.8551229650142e-05,-1.79606974608372e-06
lh_cuneus-rh_rostralanteriorcingulate,-1.87569824858052e-05,-1.76920655015856e-05,-4.80087875146857e-05
lh_cuneus-rh_rostralmiddlefrontal,-8.85373857718731e-06,-7.63135474133111e-07,-4.60499369213374e-05
lh_cuneus-rh_superiorfrontal,-3.41201628557042e-06,1.02822113013064e-05,-3.16157089349711e-05
lh_cuneus-rh_superiorparietal,-7.48719614419721e-06,-1.50855718571813e-06,-4.15944462394667e-05
lh_cuneus-rh_superiortemporal,6.10435583258118e-06,3.48226178311459e-05,1.95339957366484e-05
lh_cuneus-rh_supramarginal,2.22703136394854e-06,2.39903851965789e-05,-2.4380036048871e-06
lh_cuneus-rh_frontalpole,-1.14793810639898e-05,-6.96153941312781e-06,-3.23767849131886e-05
lh_cuneus-rh_temporalpole,2.66772259781615e-06,2.49320130563096e-05,-9.09609993777199e-06
lh_cuneus-rh_transversetemporal,-1.01118141584358e-05,-3.72988298749702e-06,-2.69451584481081e-05
lh_cuneus-rh_insula,-4.13839642751945e-06,1.28894963143632e-05,-4.65106105102293e-06
lh_entorhinal-lh_fusiform,-1.22649674445196e-05,-1.2628169186266e-05,-2.47886935774792e-05
lh_entorhinal-lh_inferiorparietal,-2.9211738946443e-06,8.08821573973874e-06,9.95800624409807e-06
lh_entorhinal-lh_inferiortemporal,-1.00062843573292e-05,-1.0226489431235e-05,-1.62733245583389e-05
lh_entorhinal-lh_isthmuscingulate,-1.21173515446034e-06,1.33538021662868e-05,-7.43500119305978e-06
lh_entorhinal-lh_lateraloccipital,3.06793452362596e-07,1.67037701664614e-05,1.02224631776929e-05
lh_entorhinal-lh_lateralorbitofrontal,-9.67285732541421e-06,-5.46268047958388e-06,-1.84979414933177e-05
lh_entorhinal-lh_lingual,-2.93819301468826e-06,1.29957460855549e-05,-1.49046445680536e-05
lh_entorhinal-lh_medialorbitofrontal,-4.78106630475231e-07,1.31225475068504e-05,1.45534351264078e-05
lh_entorhinal-lh_middletemporal,-8.51828316141921e-06,-8.17666852343042e-06,-1.69950516664122e-05
lh_entorhinal-lh_parahippocampal,-1.24543014195153e-05,-1.48010799501133e-05,-4.62112000178135e-05
lh_entorhinal-lh_paracentral,-6.81431732620684e-06,4.89400768104141e-06,7.53061320041579e-06
lh_entorhinal-lh_parsopercularis,-5.8348334872969e-06,3.52723533750096e-06,4.20001804536132e-06
lh_entorhinal-lh_parsorbitalis,9.03433505188455e-06,3.47751268270089e-05,6.25017742904113e-05
lh_entorhinal-lh_parstriangularis,1.2239204800516e-06,1.64627339170668e-05,2.48257410764095e-05
lh_entorhinal-lh_pericalcarine,-4.21768255818689e-07,1.56806141511491e-05,-3.81336315457782e-06
lh_entorhinal-lh_postcentral,-2.61408897339179e-06,1.29061351980814e-05,1.09184832572505e-05
lh_entorhinal-lh_posteriorcingulate,-1.6760892934609e-05,-1.28393358478832e-05,-2.99420768253338e-05
lh_entorhinal-lh_precentral,-6.37393058545332e-06,4.75584552855425e-06,8.98072191453073e-06
lh_entorhinal-lh_precuneus,-4.77873851810948e-06,4.87560184168747e-06,5.56120835374548e-07
lh_entorhinal-lh_rostralanteriorcingulate,-2.36941725560945e-05,-2.69601626738942e-05,-4.59149806836321e-05
lh_entorhinal-lh_rostralmiddlefrontal,-3.3047930879802e-06,4.14881519134014e-06,-6.36596622895482e-06
lh_entorhinal-lh_superiorfrontal,-3.14414270047924e-06,5.32436563578475e-06,2.35869833068177e-06
lh_entorhinal-lh_superiorparietal,3.85818149822172e-06,2.69004597812355e-05,3.39974940229391e-05
lh_entorhinal-lh_superiortemporal,-7.17654007661961e-06,-3.27608470842916e-06,-5.91935765568276e-06
lh_entorhinal-lh_supramarginal,-4.05597322941021e-06,3.48945715905043e-06,4.98277515577736e-06
lh_entorhinal-lh_frontalpole,9.88315192530547e-06,3.93376301098119e-05,7.48052542582669e-05
lh_entorhinal-lh_temporalpole,4.43035483280228e-06,2.20685705814799e-05,2.69422776659052e-05
lh_entorhinal-lh_transversetemporal,-1.52488935046134e-05,-1.71295534650911e-05,-3.05464317605042e-05
lh_entorhinal-lh_insula,-1.38279769875475e-05,-1.44649244420452e-05,-4.4028102681055e-05
lh_entorhinal-rh_bankssts,-1.26737169742815e-05,-9.0924706132476e-06,-3.69719390489864e-06
lh_entorhinal-rh_caudalanteriorcingulate,-8.91289161154883e-06,2.90553665576003e-06,3.72560544752461e-06
lh_entorhinal-rh_caudalmiddlefrontal,-2.82204522918148e-06,1.23043700625843e-05,2.45314607347716e-05
lh_entorhinal-rh_cuneus,2.56711581469332e-06,1.7355454882199e-05,-1.58065082328166e-05
lh_entorhinal-rh_entorhinal,-3.78741446138618e-06,-4.63843825787362e-06,4.6382805601958e-06
lh_entorhinal-rh_fusiform,-1.21182150992151e-05,-1.08349947489938e-05,-1.99484771704733e-05
lh_entorhinal-rh_inferiorparietal,-2.95521289721903e-06,6.7759262889028e-06,1.05327850796136e-05
lh_entorhinal-rh_inferiortemporal,-9.63081026141941e-06,-9.21741512080248e-06,-1.39038643994962e-05
lh_entorhinal-rh_isthmuscingulate,-2.88104521185593e-06,7.30817584321546e-06,-2.36865064008032e-05
lh_entorhinal-rh_lateraloccipital,-1.32450833471454e-06,1.17063782886968e-05,2.66077467544652e-08
lh_entorhinal-rh_lateralorbitofrontal,-9.92251482235822e-06,-6.65429179830304e-06,-2.00530209962879e-05
lh_entorhinal-rh_lingual,-2.17178272027837e-07,1.72978288288649e-05,-8.79625840954026e-06
lh_entorhinal-rh_medialorbitofrontal,-5.00925015582701e-07,1.12423861446761e-05,8.5377082302005e-06
lh_entorhinal-rh_middletemporal,-9.27078365352036e-06,-9.72051387145215e-06,-2.00871611579244e-05
lh_entorhinal-rh_parahippocampal,-1.26483781119081e-05,-1.51252528041309e-05,-4.44267350842646e-05
lh_entorhinal-rh_paracentral,-6.18715546883187e-06,3.84539025882343e-06,4.55293099815111e-06
lh_entorhinal-rh_parsopercularis,-3.2905908286453e-06,9.75501144742913e-06,1.80351336198797e-05
lh_entorhinal-rh_parsorbitalis,7.70697833247543e-06,2.88981275744169e-05,4.78474644767286e-05
lh_entorhinal-rh_parstriangularis,5.4295079428115e-06,2.58122620154274e-05,4.62277023585404e-05
lh_entorhinal-rh_pericalcarine,3.25276657338834e-07,1.37235528392645e-05,-1.12330472966832e-05
lh_entorhinal-rh_postcentral,-3.6960562325357e-07,1.75678089381594e-05,1.88010892561871e-05
lh_entorhinal-rh_posteriorcingulate,-1.58731895157584e-05,-1.20392288800884e-05,-3.07240894751657e-05
lh_entorhinal-rh_precentral,-4.32850240968992e-06,8.50078943128229e-06,1.43819956613412e-05
lh_entorhinal-rh_precuneus,-3.81699256060627e-06,5.73643505521744e-06,-3.68528025797858e-07
lh_entorhinal-rh_rostralanteriorcingulate,-2.16316898914406e-05,-2.44703875287249e-05,-3.6418438633861e-05
lh_entorhinal-rh_rostralmiddlefrontal,-2.07938069210786e-06,6.23796398037113e-06,-6.46568547790994e-06
lh_entorhinal-rh_superiorfrontal,-2.54596778177811e-06,4.94423393888555e-06,-2.06642018373716e-06
lh_entorhinal-rh_superiorparietal,4.98430879667062e-06,2.83848085976423e-05,3.47824354740681e-05
lh_entorhinal-rh_superiortemporal,-6.15112885821844e-06,9.54527279369716e-07,5.4959817945783e-06
lh_entorhinal-rh_supramarginal,-4.6370864675812e-06,4.74146851528488e-06,9.5435227246369e-06
lh_entorhinal-rh_frontalpole,8.44148123389404e-06,3.33238833591516e-05,5.64542283391685e-05
lh_entorhinal-rh_temporalpole,4.21335115645136e-06,2.3535840157966e-05,2.61770289517211e-05
lh_entorhinal-rh_transversetemporal,-1.64053545316167e-05,-1.92270092917666e-05,-3.52433955134603e-05
lh_entorhinal-rh_insula,-1.4946260512754e-05,-1.47404307486693e-05,-3.6921569656898e-05
lh_fusiform-lh_inferiorparietal,-6.17208518721619e-06,1.29321153027917e-05,3.2935413268988e-05
lh_fusiform-lh_inferiortemporal,-1.87406941073402e-05,-2.07588484956944e-05,-3.91621493570151e-05
lh_fusiform-lh_isthmuscingulate,5.74755108488996e-06,2.54238105978276e-05,1.02583823336826e-05
lh_fusiform-lh_lateraloccipital,-1.53864349347664e-06,2.24066144233438e-05,2.12586854867341e-05
lh_fusiform-lh_lateralorbitofrontal,-1.4780636216976e-05,-7.76444127561417e-06,7.24949260362973e-06
lh_fusiform-lh_lingual,9.71557598538463e-07,2.80028751661609e-05,1.50015569335689e-05
lh_fusiform-lh_medialorbitofrontal,-1.34290836921132e-05,-6.77629085097518e-06,-9.38631535488882e-06
lh_fusiform-lh_middletemporal,-1.2617044398381e-05,-4.02609071693924e-06,4.86062623801922e-06
lh_fusiform-lh_parahippocampal,-5.55120326685685e-06,6.57200082123544e-06,1.9065246844736e-05
lh_fusiform-lh_paracentral,-1.73800282723805e-05,-1.03564855884219e-05,-8.34432085220694e-06
lh_fusiform-lh_parsopercularis,-1.42127046221047e-05,-8.46865274849732e-06,-9.6377694306587e-06
lh_fusiform-lh_parsorbitalis,-9.6382998134436e-06,3.24625152241486e-06,1.20842402648427e-05
lh_fusiform-lh_parstriangularis,-1.13492455245774e-05,-1.00940766662179e-06,7.23317822861671e-06
lh_fusiform-lh_pericalcarine,3.63805926792308e-06,2.06316270953366e-05,-1.15456450653663e-05
lh_fusiform-lh_postcentral,-1.25700611816099e-05,3.42298010168274e-07,-6.12647154659598e-06
lh_fusiform-lh_posteriorcingulate,-3.94261889779899e-06,1.58795254655502e-05,3.69294583823547e-05
lh_fusiform-lh_precentral,-1.74048878356147e-05,-1.2059283054995e-05,-8.44888293654928e-06
lh_fusiform-lh_precuneus,-1.45953115523954e-05,-1.01681147505234e-05,-1.903279912399e-05
lh_fusiform-lh_rostralanteriorcingulate,-2.48099411198552e-05,-2.43218966116664e-05,-2.28643972781487e-05
lh_fusiform-lh_rostralmiddlefrontal,-5.10798420166887e-06,3.37608993182782e-06,-5.87725037209046e-06
lh_fusiform-lh_superiorfrontal,-1.62845002951486e-05,-1.13206216500215e-05,-2.50156508369733e-05
lh_fusiform-lh_superiorparietal,-3.62065597431469e-06,1.69844920360752e-05,1.13702916669567e-05
lh_fusiform-lh_superiortemporal,-2.026151247511e-05,-1.99148321112291e-05,-3.48066042175016e-05
lh_fusiform-lh_supramarginal,-1.73375265702826e-05,-1.74583577580619e-05,-2.71678514192149e-05
lh_fusiform-lh_frontalpole,-1.41574381223358e-05,-8.57385334868108e-06,-1.17850951879304e-05
lh_fusiform-lh_temporalpole,-1.12786246348972e-05,-6.95621612895644e-06,-4.42688807425175e-05
lh_fusiform-lh_transversetemporal,-1.89621515591524e-05,-2.11871683709913e-05,-2.61049615777462e-05
lh_fusiform-lh_insula,-1.34856348417879e-05,-8.33491689376074e-09,2.62866607298353e-06
lh_fusiform-rh_bankssts,-1.53571410031797e-05,-1.24587170146946e-05,-9.06934937263851e-06
lh_fusiform-rh_caudalanteriorcingulate,7.37035971732414e-07,2.13638286989674e-05,4.08878095819752e-05
lh_fusiform-rh_caudalmiddlefrontal,-7.94238199658842e-06,6.55808212528561e-06,1.75794659207655e-05
lh_fusiform-rh_cuneus,-3.93895425648562e-06,6.06963957775589e-06,-4.36747125297775e-05
lh_fusiform-rh_entorhinal,-1.26974641947731e-05,-1.47016489175789e-05,-3.20245502104449e-05
lh_fusiform-rh_fusiform,-1.31749380696987e-05,-1.26725834520148e-05,-1.99563633793668e-05
lh_fusiform-rh_inferiorparietal,-1.28517286454568e-05,-6.91792531248376e-06,-7.66806957896162e-06
lh_fusiform-rh_inferiortemporal,-1.93144245171034e-05,-2.09288686356378e-05,-4.12841178153122e-05
lh_fusiform-rh_isthmuscingulate,5.8695829455063e-06,2.26617872336688e-05,6.48912253856246e-06
lh_fusiform-rh_lateraloccipital,-2.76278463369379e-06,1.7534748515101e-05,1.24506816915486e-05
lh_fusiform-rh_lateralorbitofrontal,-1.19776697782456e-05,-6.41473746361095e-07,2.11983704235432e-05
lh_fusiform-rh_lingual,8.89107319458229e-07,2.11186172232131e-05,-5.57423558030533e-06
lh_fusiform-rh_medialorbitofrontal,-1.57556625328385e-05,-1.48501422815791e-05,-2.77106141529206e-05
lh_fusiform-rh_middletemporal,-1.94257982684979e-05,-1.99499112506254e-05,-3.34818809544922e-05
lh_fusiform-rh_parahippocampal,-7.23261198331064e-06,2.29901721399655e-07,-1.46299958144586e-07
lh_fusiform-rh_paracentral,-1.3610433531452e-05,-3.18968695857061e-06,1.00214172742401e-05
lh_fusiform-rh_parsopercularis,-1.02032472490272e-05,3.92632172540788e-06,2.01086766057182e-05
lh_fusiform-rh_parsorbitalis,-9.87387115688381e-06,8.05116100974454e-07,6.2093011399129e-06
lh_fusiform-rh_parstriangularis,-7.45689438670464e-06,6.30553172384608e-06,1.91419235927707e-05
lh_fusiform-rh_pericalcarine,5.03170130190648e-06,1.69737931755897e-05,-2.1366614304266e-05
lh_fusiform-rh_postcentral,-8.12633613911408e-06,7.27426758261149e-06,5.65007389509738e-06
lh_fusiform-rh_posteriorcingulate,-1.34202716165072e-06,1.67784146451862e-05,2.72078474118153e-05
lh_fusiform-rh_precentral,-1.3886481455949e-05,-4.65628851771278e-06,4.37014378845535e-06
lh_fusiform-rh_precuneus,-1.60395604488307e-05,-1.42081730398727e-05,-3.22957757062462e-05
lh_fusiform-rh_rostralanteriorcingulate,-2.11701506865544e-05,-1.59084125101561e-05,9.52228330801489e-07
lh_fusiform-rh_rostralmiddlefrontal,1.08852919191245e-06,1.6842096312891e-05,1.65854177093996e-05
lh_fusiform-rh_superiorfrontal,-1.60387238577197e-05,-1.05760333911599e-05,-2.11981519554724e-05
lh_fusiform-rh_superiorparietal,9.53965333677906e-08,2.35003743989085e-05,2.56853072666911e-05
lh_fusiform-rh_superiortemporal,-2.26362360412007e-05,-2.30068577680766e-05,-4.26611040785274e-05
lh_fusiform-rh_supramarginal,-1.61099443012411e-05,-1.25716758146482e-05,-1.40269038101945e-05
lh_fusiform-rh_frontalpole,-1.56771125363265e-05,-1.2394878360782e-05,-2.05602685400611e-05
lh_fusiform-rh_temporalpole,-9.13931576691014e-06,1.98488355099653e-07,-3.10564669854656e-05
lh_fusiform-rh_transversetemporal,-1.67102738463486e-05,-1.46148373398273e-05,-9.68049203871618e-06
lh_fusiform-rh_insula,-1.73880843375253e-05,-9.12042553240227e-06,-1.64463149935445e-05
lh_inferiorparietal-lh_inferiortemporal,-9.37537487047024e-06,4.43419697300269e-06,1.50135084319202e-05
lh_inferiorparietal-lh_isthmuscingulate,1.07066132561383e-05,3.56818458448112e-05,2.96587009728657e-05
lh_inferiorparietal-lh_lateraloccipital,-7.23437055283646e-06,3.21286299845713e-06,-2.65270644588042e-05
lh_inferiorparietal-lh_lateralorbitofrontal,-1.75057891741918e-05,-1.36035259332782e-05,-1.0718930800615e-05
lh_inferiorparietal-lh_lingual,-2.7590192479843e-07,1.99810195646893e-05,-1.36731944866054e-05
lh_inferiorparietal-lh_medialorbitofrontal,-1.00585211815912e-05,6.98711933908494e-06,4.2498790422505e-05
lh_inferiorparietal-lh_middletemporal,-4.84851059563243e-06,1.64973193610644e-05,3.786971136429e-05
lh_inferiorparietal-lh_parahippocampal,-5.35100364592466e-06,8.85588836504273e-06,3.02131933179183e-05
lh_inferiorparietal-lh_paracentral,-1.08208877686341e-05,7.52171433508916e-08,8.2607731550139e-06
lh_inferiorparietal-lh_parsopercularis,-5.48956130018164e-06,4.5658009070051e-06,9.15694014522183e-06
lh_inferiorparietal-lh_parsorbitalis,-1.24423314581371e-05,-1.68757384169611e-06,2.24702040011053e-05
lh_inferiorparietal-lh_parstriangularis,-1.4427479335241e-05,-1.23623970199817e-05,-3.49515241490111e-06
lh_inferiorparietal-lh_pericalcarine,3.98198714433824e-06,1.99583612036562e-05,-1.58826180860501e-05
lh_inferiorparietal-lh_postcentral,-1.13053736262946e-05,1.71901637324239e-06,2.01900160151867e-06
lh_inferiorparietal-lh_posteriorcingulate,-3.19325796136354e-06,1.62626035801815e-05,3.26402922966026e-05
lh_inferiorparietal-lh_precentral,-2.17639061790272e-06,1.16742522012729e-05,2.07759716705293e-05
lh_inferiorparietal-lh_precuneus,-1.32204658120629e-05,-6.61037089707983e-06,-8.29429592013195e-06
lh_inferiorparietal-lh_rostralanteriorcingulate,-2.16424651939588e-05,-8.17152494477292e-06,1.82608336059333e-05
lh_inferiorparietal-lh_rostralmiddlefrontal,-1.78100178434225e-05,-2.03018461568634e-05,-2.7498149279972e-05
lh_inferiorparietal-lh_superiorfrontal,-1.31229424896144e-05,-7.26739809143462e-06,-1.47718412911978e-05
lh_inferiorparietal-lh_superiorparietal,-9.32352915211946e-06,1.24323292410665e-06,-1.53282509464574e-05
lh_inferiorparietal-lh_superiortemporal,2.16888787432458e-06,2.86212089630048e-05,4.65108679781774e-05
lh_inferiorparietal-lh_supramarginal,-1.24689922738898e-05,-6.70229668760121e-06,-9.48653142625382e-06
lh_inferiorparietal-lh_frontalpole,-1.73975187487178e-05,-1.70325236931408e-05,-4.36860836319767e-06
lh_inferiorparietal-lh_temporalpole,6.37999995027402e-07,2.30036698130141e-05,8.83616510272827e-06
lh_inferiorparietal-lh_transversetemporal,-1.17895291688627e-05,-7.18785026241595e-06,1.9884286925572e-06
lh_inferiorparietal-lh_insula,1.98126075159712e-06,2.52734658814852e-05,3.55186053145626e-05
lh_inferiorparietal-rh_bankssts,-9.96832906326241e-06,-3.95456174484416e-06,-4.96228371568617e-07
lh_inferiorparietal-rh_caudalanteriorcingulate,-3.17255391555114e-06,1.78314599462918e-05,3.90025340895851e-05
lh_inferiorparietal-rh_caudalmiddlefrontal,-1.14862385561881e-05,-6.1438619432659e-06,-6.00230101853221e-06
lh_inferiorparietal-rh_cuneus,-2.69156652901263e-06,3.28138894432111e-06,-5.02291599911101e-05
lh_inferiorparietal-rh_entorhinal,-4.66173997318359e-06,4.59804920318174e-06,4.73692666450169e-06
lh_inferiorparietal-rh_fusiform,-5.28191866764015e-06,1.49076033082185e-05,3.32138346892629e-05
lh_inferiorparietal-rh_inferiorparietal,-1.38052218285048e-05,-5.25594674418004e-06,1.59125847503274e-05
lh_inferiorparietal-rh_inferiortemporal,-7.76670042395282e-06,1.08448538943057e-05,2.80202788576652e-05
lh_inferiorparietal-rh_isthmuscingulate,8.09902717515697e-06,2.67244407430748e-05,8.6410613766347e-06
lh_inferiorparietal-rh_lateraloccipital,-3.40945736685933e-06,1.01833486768323e-05,-9.94956535046749e-06
lh_inferiorparietal-rh_lateralorbitofrontal,-1.29677241423398e-05,2.2968918947934e-06,2.96892214694674e-05
lh_inferiorparietal-rh_lingual,2.58954273509165e-06,2.0689375128965e-05,-1.53150556624832e-05
lh_inferiorparietal-rh_medialorbitofrontal,-1.5432820796124e-05,-6.15731750266744e-06,1.72580510423623e-05
lh_inferiorparietal-rh_middletemporal,-8.69794145767688e-06,5.54335351601916e-06,8.03899846340133e-06
lh_inferiorparietal-rh_parahippocampal,-7.18100992931999e-06,5.07285670594918e-06,2.5327926818243e-05
lh_inferiorparietal-rh_paracentral,-1.27811464355118e-05,-6.37033172177127e-06,-9.73755773497774e-06
lh_inferiorparietal-rh_parsopercularis,-5.70377655721555e-06,8.72115423722537e-06,2.55264376937327e-05
lh_inferiorparietal-rh_parsorbitalis,-1.38765620134442e-05,-4.15298639188759e-06,1.97308945525368e-05
lh_inferiorparietal-rh_parstriangularis,-1.45149625995354e-05,-1.42388677116014e-05,-1.06789214535786e-05
lh_inferiorparietal-rh_pericalcarine,5.64501068274965e-06,1.66318504862201e-05,-2.43647628907712e-05
lh_inferiorparietal-rh_postcentral,-6.37608486140005e-06,6.55021380184765e-06,5.21779683309423e-06
lh_inferiorparietal-rh_posteriorcingulate,-9.36237815066e-07,1.96774297063216e-05,3.25937245879575e-05
lh_inferiorparietal-rh_precentral,-6.36251825423075e-06,5.87816008124786e-06,2.23356309261914e-05
lh_inferiorparietal-rh_precuneus,-9.7788740014196e-06,2.77485218432439e-06,1.59950785981259e-05
lh_inferiorparietal-rh_rostralanteriorcingulate,-2.14280561281894e-05,-1.15499817093115e-05,1.24389593303634e-05
lh_inferiorparietal-rh_rostralmiddlefrontal,-1.62088437541985e-05,-1.7590054281971e-05,-2.42719230829847e-05
lh_inferiorparietal-rh_superiorfrontal,-1.73053983298946e-05,-1.40670721156646e-05,-1.80375727182641e-05
lh_inferiorparietal-rh_superiorparietal,-2.29168228058094e-06,1.45888831740048e-05,1.77034357967842e-05
lh_inferiorparietal-rh_superiortemporal,2.44070547069896e-06,2.94399874169277e-05,5.6817186101469e-05
lh_inferiorparietal-rh_supramarginal,-9.51129622355917e-06,5.31709135601067e-06,3.10684817015669e-05
lh_inferiorparietal-rh_frontalpole,-2.10327337845919e-05,-2.27353388003973e-05,-1.0753236193255e-05
lh_inferiorparietal-rh_temporalpole,9.39228242059573e-07,2.27056396241089e-05,7.66791760854392e-06
lh_inferiorparietal-rh_transversetemporal,-1.07176218500952e-05,-4.1434896708728e-06,1.26250154767876e-05
lh_inferiorparietal-rh_insula,-2.79777494354876e-06,1.5214657691683e-05,1.7352925656526e-05
lh_inferiortemporal-lh_isthmuscingulate,4.58543389038053e-06,2.35884340598619e-05,9.88149871022014e-07
lh_inferiortemporal-lh_lateraloccipital,-2.2616959301808e-06,1.87057210751126e-05,1.02880584243198e-05
lh_inferiortemporal-lh_lateralorbitofrontal,-1.97916495692683e-05,-1.73931265041374e-05,-1.6449595536089e-05
lh_inferiortemporal-lh_lingual,-3.59961250224009e-06,1.39984555326024e-05,-2.1002964640244e-05
