Row,Component_1,Component_2
lh_pericalcarine-rh_rostralanteriorcingulate,9.95145746950235e-06,-1.3241726493455e-05
lh_pericalcarine-rh_rostralmiddlefrontal,3.41696611132194e-05,1.85418666422699e-05
lh_pericalcarine-rh_superiorfrontal,4.13573328821129e-05,4.49255456676763e-05
lh_pericalcarine-rh_superiorparietal,1.89704220941532e-05,-1.27727390718566e-05
lh_pericalcarine-rh_superiortemporal,2.77131047146595e-05,2.21721419841574e-06
lh_pericalcarine-rh_supramarginal,2.86550337890633e-05,-3.22748282706606e-06
lh_pericalcarine-rh_frontalpole,7.70288309898799e-06,5.06133487157175e-07
lh_pericalcarine-rh_temporalpole,2.95126732124865e-05,3.3835704010761e-05
lh_pericalcarine-rh_transversetemporal,4.00384206473419e-06,-2.28543213704989e-05
lh_pericalcarine-rh_insula,1.11887857801179e-05,-4.24196855765157e-05
lh_postcentral-lh_posteriorcingulate,-1.16229998480446e-06,4.09882618958406e-05
lh_postcentral-lh_precentral,1.74095168765545e-05,1.21549139809112e-05
lh_postcentral-lh_precuneus,1.19807962745468e-05,6.60299373349843e-05
lh_postcentral-lh_rostralanteriorcingulate,-5.3902255638739e-06,4.63998326207646e-05
lh_postcentral-lh_rostralmiddlefrontal,2.10351474702283e-05,7.08603294095584e-05
lh_postcentral-lh_superiorfrontal,3.12420741763609e-05,8.03093001561529e-05
lh_postcentral-lh_superiorparietal,4.1101843660717e-06,3.36247336310046e-05
lh_postcentral-lh_superiortemporal,1.89457894587768e-05,4.48954114078602e-05
lh_postcentral-lh_supramarginal,1.72177457606438e-05,4.57979206081591e-05
lh_postcentral-lh_frontalpole,-1.08156902907328e-05,4.06623053292441e-06
lh_postcentral-lh_temporalpole,1.63369834880304e-05,2.41860314931962e-05
lh_postcentral-lh_transversetemporal,-1.64929257216929e-05,-1.20474348595071e-05
lh_postcentral-lh_insula,1.83558437283589e-05,4.09747453767485e-05
lh_postcentral-rh_bankssts,1.93200721678867e-06,3.7380957661486e-05
lh_postcentral-rh_caudalanteriorcingulate,-3.95136157046752e-06,4.6091772713446e-05
lh_postcentral-rh_caudalmiddlefrontal,1.66371307060948e-05,4.61524465739738e-05
lh_postcentral-rh_cuneus,1.33379974188099e-05,-3.97606914534259e-05
lh_postcentral-rh_entorhinal,1.68602608143286e-05,4.68453405069873e-05
lh_postcentral-rh_fusiform,4.03822573862649e-06,4.96127706584047e-05
lh_postcentral-rh_inferiorparietal,8.84332315726181e-06,4.61872576853523e-05
lh_postcentral-rh_inferiortemporal,4.68204681616428e-06,4.14082873683513e-05
lh_postcentral-rh_isthmuscingulate,-7.52809742648547e-06,-3.02378667509907e-05
lh_postcentral-rh_lateraloccipital,-2.11652127070717e-05,-6.78083052599352e-05
lh_postcentral-rh_lateralorbitofrontal,-5.6838933882195e-06,1.67128535198376e-05
lh_postcentral-rh_lingual,1.51118412839616e-05,-2.07071654576988e-05
lh_postcentral-rh_medialorbitofrontal,-2.93188142557002e-06,3.86825965981576e-05
lh_postcentral-rh_middletemporal,8.44150151955518e-06,4.46248380718582e-05
lh_postcentral-rh_parahippocampal,-5.28746730541762e-06,1.61862603329347e-05
lh_postcentral-rh_paracentral,-6.77820752503846e-06,-3.93759612177071e-06
lh_postcentral-rh_parsopercularis,1.4647634527879e-05,4.48595720962652e-05
lh_postcentral-rh_parsorbitalis,-6.22476386303204e-07,2.21670830459677e-05
lh_postcentral-rh_parstriangularis,1.1504832372966e-05,4.58508485051088e-05
lh_postcentral-rh_pericalcarine,2.27556905264686e-05,-2.60941450486937e-05
lh_postcentral-rh_postcentral,-1.2349633710127e-05,-5.05430054769515e-06
lh_postcentral-rh_posteriorcingulate,-8.13287818068049e-06,1.83504378462405e-05
lh_postcentral-rh_precentral,1.13319530525763e-05,2.65129525851775e-05
lh_postcentral-rh_precuneus,-1.0513156575252e-07,3.88296042131744e-05
lh_postcentral-rh_rostralanteriorcingulate,-9.5548203635594e-06,3.31377045808468e-05
lh_postcentral-rh_rostralmiddlefrontal,8.4557786345198e-06,4.64129846579141e-05
lh_postcentral-rh_superiorfrontal,2.42133590889034e-05,8.2520971925336e-05
lh_postcentral-rh_superiorparietal,-4.04454620113206e-06,1.96734133020178e-05
lh_postcentral-rh_superiortemporal,1.70981955974515e-05,6.15541760262105e-05
lh_postcentral-rh_supramarginal,8.91910134530579e-06,3.41446943031065e-05
lh_postcentral-rh_frontalpole,-2.66879879553581e-05,-3.14905297603817e-05
lh_postcentral-rh_temporalpole,2.023703416314e-05,3.535676037171e-05
lh_postcentral-rh_transversetemporal,-2.12358455044384e-05,-1.27465124967893e-05
lh_postcentral-rh_insula,1.29636997694236e-05,4.34253852128557e-05
lh_posteriorcingulate-lh_precentral,-2.99200220225972e-06,5.00856271069691e-05
lh_posteriorcingulate-lh_precuneus,-7.59873041473863e-06,3.43145008529813e-05
lh_posteriorcingulate-lh_rostralanteriorcingulate,-2.4969299428815e-05,-1.67426241819607e-05
lh_posteriorcingulate-lh_rostralmiddlefrontal,-9.3892534184638e-06,1.41332670744903e-05
lh_posteriorcingulate-lh_superiorfrontal,3.26843431915736e-06,5.47848208610367e-05
lh_posteriorcingulate-lh_superiorparietal,5.07910262094372e-06,5.11156611036909e-05
lh_posteriorcingulate-lh_superiortemporal,-9.22155927541343e-06,2.45095934539289e-05
lh_posteriorcingulate-lh_supramarginal,-8.79583269103523e-06,2.57279760664008e-05
lh_posteriorcingulate-lh_frontalpole,-9.3851765326532e-06,3.10146965680148e-05
lh_posteriorcingulate-lh_temporalpole,-9.34190045780486e-07,1.42132305621623e-05
lh_posteriorcingulate-lh_transversetemporal,-3.85334722592161e-06,3.31021702109265e-05
lh_posteriorcingulate-lh_insula,-4.85740663543146e-06,-2.44388592961015e-06
lh_posteriorcingulate-rh_bankssts,-2.43386709640521e-06,4.70081079037284e-05
lh_posteriorcingulate-rh_caudalanteriorcingulate,-8.25455852052638e-06,2.70072393168558e-06
lh_posteriorcingulate-rh_caudalmiddlefrontal,1.60911207227195e-06,4.82636875699367e-05
lh_posteriorcingulate-rh_cuneus,7.86343180039638e-06,-2.03216391648439e-05
lh_posteriorcingulate-rh_entorhinal,-1.3443682876545e-05,-5.01732784580624e-06
lh_posteriorcingulate-rh_fusiform,-1.27085329919111e-05,1.78501654428311e-05
lh_posteriorcingulate-rh_inferiorparietal,-6.38234123021966e-06,3.70869783451548e-05
lh_posteriorcingulate-rh_inferiortemporal,-1.60610775450519e-05,6.86694241832439e-06
lh_posteriorcingulate-rh_isthmuscingulate,-2.68942081763149e-05,-6.9771313989233e-05
lh_posteriorcingulate-rh_lateraloccipital,-4.80915237624714e-06,1.92553581917521e-05
lh_posteriorcingulate-rh_lateralorbitofrontal,-1.48028439578814e-05,1.21841776825427e-05
lh_posteriorcingulate-rh_lingual,1.14198747680357e-06,-1.3878266787982e-05
lh_posteriorcingulate-rh_medialorbitofrontal,-2.0115855338961e-05,1.01879419175488e-05
lh_posteriorcingulate-rh_middletemporal,-1.06349964535339e-05,3.28616370780266e-05
lh_posteriorcingulate-rh_parahippocampal,-6.0761348378051e-06,3.79169771126917e-05
lh_posteriorcingulate-rh_paracentral,-7.79714150085859e-06,3.79254790381797e-05
lh_posteriorcingulate-rh_parsopercularis,-1.51231250009049e-06,4.49316995598708e-05
lh_posteriorcingulate-rh_parsorbitalis,-8.43474832801365e-06,4.50196082646547e-05
lh_posteriorcingulate-rh_parstriangularis,-4.29658157434366e-06,4.06442747715903e-05
lh_posteriorcingulate-rh_pericalcarine,1.10274969980721e-05,-5.86447842965797e-05
lh_posteriorcingulate-rh_postcentral,2.304089201248e-06,4.67252368131804e-05
lh_posteriorcingulate-rh_posteriorcingulate,-2.61159536705674e-05,-7.46064037436566e-05
lh_posteriorcingulate-rh_precentral,-4.52666621816038e-06,4.4382312207197e-05
lh_posteriorcingulate-rh_precuneus,-6.32596216892042e-06,4.15336659772188e-05
lh_posteriorcingulate-rh_rostralanteriorcingulate,-1.49417307588794e-05,1.34253077916715e-05
lh_posteriorcingulate-rh_rostralmiddlefrontal,4.38291914810782e-07,4.7310700722205e-05
lh_posteriorcingulate-rh_superiorfrontal,1.63695106628807e-06,6.02710252009512e-05
lh_posteriorcingulate-rh_superiorparietal,6.42992983571619e-06,5.16909624732432e-05
lh_posteriorcingulate-rh_superiortemporal,-8.0567442939426e-06,3.75300857877962e-05
lh_posteriorcingulate-rh_supramarginal,-5.91917387361902e-06,4.04530800883797e-05
lh_posteriorcingulate-rh_frontalpole,-1.46570153067662e-05,2.11424545256875e-05
lh_posteriorcingulate-rh_temporalpole,7.24242143311141e-06,3.24175692454534e-05
lh_posteriorcingulate-rh_transversetemporal,-1.3581195553808e-05,9.68253174669056e-06
lh_posteriorcingulate-rh_insula,-7.22095323012423e-06,-2.87683963348421e-06
lh_precentral-lh_precuneus,8.25149898548652e-06,2.05603413669541e-05
lh_precentral-lh_rostralanteriorcingulate,-2.89218660989572e-05,3.46440439005148e-07
lh_precentral-lh_rostralmiddlefrontal,7.80377973259556e-06,4.07852692480616e-05
lh_precentral-lh_superiorfrontal,-7.25572672623841e-06,3.51081511264938e-05
lh_precentral-lh_superiorparietal,2.13247722910137e-05,1.48715705598879e-05
lh_precentral-lh_superiortemporal,-1.19843337521923e-05,1.27876356019448e-05
lh_precentral-lh_supramarginal,-7.3115638535001e-06,9.63839687592894e-06
lh_precentral-lh_frontalpole,-1.32114809349927e-05,-1.24216042437364e-05
lh_precentral-lh_temporalpole,-2.02308308879336e-06,-1.98823773065629e-05
lh_precentral-lh_transversetemporal,-2.41636455358016e-07,1.68862052737104e-05
lh_precentral-lh_insula,-7.82930592157525e-06,-1.76190117966007e-05
lh_precentral-rh_bankssts,-1.38209830619866e-05,1.02877569892654e-05
lh_precentral-rh_caudalanteriorcingulate,-3.58924178236852e-06,5.04510852163204e-05
lh_precentral-rh_caudalmiddlefrontal,-1.5488798454093e-06,3.77470215066261e-05
lh_precentral-rh_cuneus,3.2606416039029e-05,-1.94644811167809e-05
lh_precentral-rh_entorhinal,-8.0848152655731e-06,-1.24573589645489e-05
lh_precentral-rh_fusiform,-1.06384694504101e-05,3.83232795277737e-05
lh_precentral-rh_inferiorparietal,1.05059913857607e-06,1.45796215881517e-05
lh_precentral-rh_inferiortemporal,-2.35872845291233e-05,7.92815164304929e-07
lh_precentral-rh_isthmuscingulate,-3.31642450847377e-06,-4.39301974757789e-05
lh_precentral-rh_lateraloccipital,2.30466034369066e-05,-2.71508027331775e-06
lh_precentral-rh_lateralorbitofrontal,-1.64435051555029e-05,1.7112515415332e-05
lh_precentral-rh_lingual,2.8878196747273e-05,-9.08497888865672e-06
lh_precentral-rh_medialorbitofrontal,-5.69038635304165e-06,2.46660756458247e-05
lh_precentral-rh_middletemporal,-1.98123575643074e-05,1.6459447499362e-05
lh_precentral-rh_parahippocampal,-1.39169182063545e-05,3.12453903346416e-06
lh_precentral-rh_paracentral,2.69422437651485e-06,2.15525877607875e-05
lh_precentral-rh_parsopercularis,-6.07032004678978e-07,4.01459739872171e-05
lh_precentral-rh_parsorbitalis,-1.78923626480111e-05,-7.91308363273722e-06
lh_precentral-rh_parstriangularis,5.42402446012654e-06,3.37086869852056e-05
lh_precentral-rh_pericalcarine,3.41243395876944e-05,-1.77474454275475e-05
lh_precentral-rh_postcentral,1.97738382378431e-05,1.75642934246472e-05
lh_precentral-rh_posteriorcingulate,-1.09577186627541e-05,1.22988353758283e-05
lh_precentral-rh_precentral,-8.93494366669419e-06,1.64832743389848e-05
lh_precentral-rh_precuneus,1.41450780664057e-05,3.91605627069965e-05
lh_precentral-rh_rostralanteriorcingulate,-2.67024712866098e-05,1.17297106493901e-05
lh_precentral-rh_rostralmiddlefrontal,1.41257347513501e-05,5.08464172847909e-05
lh_precentral-rh_superiorfrontal,-8.33115926179366e-06,4.36950868389062e-05
lh_precentral-rh_superiorparietal,2.65152692789773e-05,2.92488172696815e-05
lh_precentral-rh_superiortemporal,-1.59260866897401e-05,7.40884769300654e-06
lh_precentral-rh_supramarginal,-1.44124530613625e-05,-5.25529753727012e-06
lh_precentral-rh_frontalpole,-2.26129374305394e-05,-3.52480774539678e-05
lh_precentral-rh_temporalpole,7.69280570260495e-06,7.83849896211881e-06
lh_precentral-rh_transversetemporal,-1.3544769129506e-05,-1.50673245391796e-05
lh_precentral-rh_insula,-4.11413605871464e-06,9.89239904052211e-06
lh_precuneus-lh_rostralanteriorcingulate,-2.65813647198203e-05,-8.78545505340126e-06
lh_precuneus-lh_rostralmiddlefrontal,-2.52511279173941e-05,-3.22356247080588e-05
lh_precuneus-lh_superiorfrontal,2.49660570950594e-06,-5.96280773271432e-07
lh_precuneus-lh_superiorparietal,2.95210106135808e-08,4.8037778104978e-06
lh_precuneus-lh_superiortemporal,-7.71601745689506e-06,-2.64043792916099e-05
lh_precuneus-lh_supramarginal,-2.04457814853665e-05,-5.4271308947024e-05
lh_precuneus-lh_frontalpole,-1.38102973419332e-05,-1.5430693992153e-05
lh_precuneus-lh_temporalpole,7.68647693730183e-06,-9.29675460983615e-06
lh_precuneus-lh_transversetemporal,-8.97835369510984e-06,1.13257936734879e-05
lh_precuneus-lh_insula,1.55722844702921e-06,-1.76192394220885e-05
lh_precuneus-rh_bankssts,-1.48962636351146e-05,-1.20546807794407e-05
lh_precuneus-rh_caudalanteriorcingulate,-1.84290704636919e-06,5.34370116511763e-05
lh_precuneus-rh_caudalmiddlefrontal,-5.78422404065759e-06,-1.28320445177008e-05
lh_precuneus-rh_cuneus,3.48293021440524e-05,2.38563300795585e-05
lh_precuneus-rh_entorhinal,-4.66001806379013e-06,-1.74622999809391e-05
lh_precuneus-rh_fusiform,-1.38611334808003e-05,-3.72157997177919e-06
lh_precuneus-rh_inferiorparietal,-2.84613490733511e-05,-4.64954269977071e-05
lh_precuneus-rh_inferiortemporal,-2.44276972765959e-05,-4.38574393006875e-05
lh_precuneus-rh_isthmuscingulate,-1.90196722591397e-07,-7.60836104127547e-06
lh_precuneus-rh_lateraloccipital,1.13605972503718e-05,8.41171801619846e-06
lh_precuneus-rh_lateralorbitofrontal,-1.85586451540135e-05,-6.75302563688898e-06
lh_precuneus-rh_lingual,3.35979397618864e-05,4.20893941721862e-05
lh_precuneus-rh_medialorbitofrontal,-1.99928430414654e-05,7.49491907746042e-06
lh_precuneus-rh_middletemporal,-1.12791276846345e-05,-1.80640956902131e-06
lh_precuneus-rh_parahippocampal,-2.24364751788082e-05,-1.89186344921858e-05
lh_precuneus-rh_paracentral,-1.40823479648467e-05,-1.2915931431457e-05
lh_precuneus-rh_parsopercularis,-6.85666236544001e-06,-1.53734538321599e-05
lh_precuneus-rh_parsorbitalis,-1.70241047857647e-05,-9.38770095921143e-06
lh_precuneus-rh_parstriangularis,-1.78284645995823e-05,-2.69912301919419e-05
lh_precuneus-rh_pericalcarine,3.79128961936656e-05,2.28354709132387e-05
lh_precuneus-rh_postcentral,1.58082524957932e-05,5.93528018826917e-05
lh_precuneus-rh_posteriorcingulate,-1.12071266105793e-05,1.22209599747853e-05
lh_precuneus-rh_precentral,-5.75635475701736e-06,-3.53725273119054e-06
lh_precuneus-rh_precuneus,-2.59168769819161e-05,-3.6801679096297e-05
lh_precuneus-rh_rostralanteriorcingulate,-2.73478477164191e-05,-1.76859712478585e-05
lh_precuneus-rh_rostralmiddlefrontal,-2.2405396436668e-05,-2.06285777082834e-05
lh_precuneus-rh_superiorfrontal,-6.62993460782391e-06,-6.94314912160039e-06
lh_precuneus-rh_superiorparietal,8.73957298388478e-06,3.2540823443138e-05
lh_precuneus-rh_superiortemporal,-9.92571291044374e-06,-2.44586964819065e-05
lh_precuneus-rh_supramarginal,-2.44445545613788e-05,-5.24730981512231e-05
lh_precuneus-rh_frontalpole,-2.42698892968547e-05,-3.27163897614782e-05
lh_precuneus-rh_temporalpole,1.54594839856374e-05,1.33021851413029e-05
lh_precuneus-rh_transversetemporal,-2.14277321484622e-05,-1.66550275904268e-05
lh_precuneus-rh_insula,4.27604625704206e-06,5.5682516549428e-06
lh_rostralanteriorcingulate-lh_rostralmiddlefrontal,-2.11411727459639e-05,4.95095178677988e-06
lh_rostralanteriorcingulate-lh_superiorfrontal,-3.39806165847229e-05,-3.15389514022305e-05
lh_rostralanteriorcingulate-lh_superiorparietal,-8.24067114953243e-06,2.66702369956351e-05
lh_rostralanteriorcingulate-lh_superiortemporal,-3.16096096362612e-05,-1.6721689215156e-05
lh_rostralanteriorcingulate-lh_supramarginal,-3.49925774974161e-05,-2.36966767030303e-05
lh_rostralanteriorcingulate-lh_frontalpole,-1.24870927847931e-05,2.2419902784725e-05
lh_rostralanteriorcingulate-lh_temporalpole,-1.03952666311301e-05,-2.33862306257424e-05
lh_rostralanteriorcingulate-lh_transversetemporal,-1.4851501288744e-05,6.52051464396258e-06
lh_rostralanteriorcingulate-lh_insula,-1.42748948985128e-05,-3.3980427786977e-05
lh_rostralanteriorcingulate-rh_bankssts,-2.42995331864358e-05,-1.03353661196794e-05
lh_rostralanteriorcingulate-rh_caudalanteriorcingulate,-4.91187633437642e-06,2.94283601769736e-05
lh_rostralanteriorcingulate-rh_caudalmiddlefrontal,-2.36403950098713e-05,-1.36777161911111e-06
lh_rostralanteriorcingulate-rh_cuneus,1.36378868282981e-05,4.36893915454387e-06
lh_rostralanteriorcingulate-rh_entorhinal,-2.86556115422936e-05,-4.93974916820321e-05
lh_rostralanteriorcingulate-rh_fusiform,-3.46351704026821e-05,-3.31621469188237e-05
lh_rostralanteriorcingulate-rh_inferiorparietal,-2.67232013561751e-05,-5.19826482623354e-06
lh_rostralanteriorcingulate-rh_inferiortemporal,-3.21232170154302e-05,-2.08007886693582e-05
lh_rostralanteriorcingulate-rh_isthmuscingulate,-1.23029867259649e-05,-6.07216173160259e-06
lh_rostralanteriorcingulate-rh_lateraloccipital,-5.55315611191735e-06,3.47614762029968e-05
lh_rostralanteriorcingulate-rh_lateralorbitofrontal,-2.47905307673703e-05,-1.3891138009799e-06
lh_rostralanteriorcingulate-rh_lingual,2.22423824030816e-06,-3.22706797224017e-08
lh_rostralanteriorcingulate-rh_medialorbitofrontal,-2.09740717254092e-05,1.25485561585785e-06
lh_rostralanteriorcingulate-rh_middletemporal,-2.50676586424129e-05,1.71979770768965e-05
lh_rostralanteriorcingulate-rh_parahippocampal,-1.78911453591716e-05,4.2806927772328e-06
lh_rostralanteriorcingulate-rh_paracentral,-2.53047069628451e-05,-1.12227917373742e-05
lh_rostralanteriorcingulate-rh_parsopercularis,-1.9088310632969e-05,1.95400470587616e-05
lh_rostralanteriorcingulate-rh_parsorbitalis,-1.96857947154146e-05,1.81081489885972e-05
lh_rostralanteriorcingulate-rh_parstriangularis,-2.14562668258431e-05,6.28709440792472e-06
lh_rostralanteriorcingulate-rh_pericalcarine,2.45191454282498e-05,1.11428614650784e-05
lh_rostralanteriorcingulate-rh_postcentral,-5.06821185552829e-06,3.49570461544759e-05
lh_rostralanteriorcingulate-rh_posteriorcingulate,-2.27499018715234e-05,-1.15835489803894e-05
lh_rostralanteriorcingulate-rh_precentral,-2.76835908539493e-05,-2.30270431896036e-06
lh_rostralanteriorcingulate-rh_precuneus,-2.67712527738191e-05,-1.14568039019578e-05
lh_rostralanteriorcingulate-rh_rostralanteriorcingulate,-2.30875976390908e-05,-1.27663299763312e-05
lh_rostralanteriorcingulate-rh_rostralmiddlefrontal,-1.34313150122367e-05,2.28666119338762e-05
lh_rostralanteriorcingulate-rh_superiorfrontal,-2.94935394981095e-05,-1.63336736860741e-05
lh_rostralanteriorcingulate-rh_superiorparietal,-2.67163910615846e-06,3.82211176991698e-05
lh_rostralanteriorcingulate-rh_superiortemporal,-3.76556771413935e-05,-3.38548708275775e-05
lh_rostralanteriorcingulate-rh_supramarginal,-3.29932912239719e-05,-1.85982765523769e-05
lh_rostralanteriorcingulate-rh_frontalpole,-1.66073044833547e-05,8.93612553806554e-06
lh_rostralanteriorcingulate-rh_temporalpole,4.26941596299262e-07,6.76625794954712e-06
lh_rostralanteriorcingulate-rh_transversetemporal,-2.54058159183901e-05,-2.83712706747455e-05
lh_rostralanteriorcingulate-rh_insula,-1.64221314991913e-05,-3.06718796791527e-05
lh_rostralmiddlefrontal-lh_superiorfrontal,-1.48075301564609e-06,1.16997951603032e-05
lh_rostralmiddlefrontal-lh_superiorparietal,5.2120842367717e-06,3.02300118859624e-05
lh_rostralmiddlefrontal-lh_superiortemporal,-2.84961183867693e-07,1.04096366441176e-05
lh_rostralmiddlefrontal-lh_supramarginal,-2.42069579769492e-05,-4.29710894482738e-05
lh_rostralmiddlefrontal-lh_frontalpole,-1.53923444269788e-05,-7.78267817190271e-07
lh_rostralmiddlefrontal-lh_temporalpole,1.09546764097e-05,5.83408587541377e-06
lh_rostralmiddlefrontal-lh_transversetemporal,-9.6509163602674e-06,7.48540895595262e-07
lh_rostralmiddlefrontal-lh_insula,9.22978571002909e-06,3.75433668099273e-06
lh_rostralmiddlefrontal-rh_bankssts,-1.32674352309062e-05,-2.32913097328593e-06
lh_rostralmiddlefrontal-rh_caudalanteriorcingulate,-2.12936397478077e-06,3.96754262285229e-05
lh_rostralmiddlefrontal-rh_caudalmiddlefrontal,-1.29864932203404e-05,-1.86431387411734e-05
lh_rostralmiddlefrontal-rh_cuneus,3.50189004034715e-05,2.04472436966236e-06
lh_rostralmiddlefrontal-rh_entorhinal,-7.05541972565404e-08,-4.18075015261292e-06
lh_rostralmiddlefrontal-rh_fusiform,-5.76048224020515e-06,6.59880435864302e-06
lh_rostralmiddlefrontal-rh_inferiorparietal,-3.22123469284947e-05,-4.33812446116103e-05
lh_rostralmiddlefrontal-rh_inferiortemporal,-1.41657021477884e-05,-1.43412056949452e-05
lh_rostralmiddlefrontal-rh_isthmuscingulate,4.2234053696991e-06,-2.3609467869656e-05
lh_rostralmiddlefrontal-rh_lateraloccipital,1.64229829316943e-05,-2.88654314777317e-06
lh_rostralmiddlefrontal-rh_lateralorbitofrontal,-1.18416799408335e-05,1.02964263797072e-05
lh_rostralmiddlefrontal-rh_lingual,3.96510086858001e-05,3.181465567876e-05
lh_rostralmiddlefrontal-rh_medialorbitofrontal,-2.80515226128739e-05,-2.19447316591962e-05
lh_rostralmiddlefrontal-rh_middletemporal,-6.3948735603603e-06,2.47193422506833e-05
lh_rostralmiddlefrontal-rh_parahippocampal,-1.2438345939932e-05,-9.97906499149398e-06
lh_rostralmiddlefrontal-rh_paracentral,-1.34150652976534e-05,-6.78971303928682e-06
lh_rostralmiddlefrontal-rh_parsopercularis,-1.32622000689599e-05,-1.3279106838153e-05
lh_rostralmiddlefrontal-rh_parsorbitalis,-2.12240008853272e-05,-6.5554386673269e-06
lh_rostralmiddlefrontal-rh_parstriangularis,-1.69044934030237e-05,1.05724126381717e-06
lh_rostralmiddlefrontal-rh_pericalcarine,4.58815574920544e-05,2.57103253484186e-05
lh_rostralmiddlefrontal-rh_postcentral,2.17251114379238e-05,5.90389986828708e-05
lh_rostralmiddlefrontal-rh_posteriorcingulate,-6.86381796575429e-06,1.18050997029957e-05
lh_rostralmiddlefrontal-rh_precentral,-5.16022466268418e-06,1.57337327133099e-05
lh_rostralmiddlefrontal-rh_precuneus,-2.27256030921784e-05,-2.83738437043729e-05
lh_rostralmiddlefrontal-rh_rostralanteriorcingulate,-2.57941899519027e-05,-1.12776520673579e-05
lh_rostralmiddlefrontal-rh_rostralmiddlefrontal,-4.21645290725038e-05,-7.48189379559772e-05
lh_rostralmiddlefrontal-rh_superiorfrontal,-8.69916608877698e-06,1.43052225329239e-05
lh_rostralmiddlefrontal-rh_superiorparietal,6.56961034655043e-06,2.15269695229186e-05
lh_rostralmiddlefrontal-rh_superiortemporal,-3.4926841953208e-06,1.55659241674216e-05
lh_rostralmiddlefrontal-rh_supramarginal,-2.85522021547134e-05,-4.64047515635816e-05
lh_rostralmiddlefrontal-rh_frontalpole,-2.79873236610441e-05,-2.71292083348799e-05
lh_rostralmiddlefrontal-rh_temporalpole,1.98498731298826e-05,3.04847917986721e-05
lh_rostralmiddlefrontal-rh_transversetemporal,-2.50432306640827e-05,-2.97502390739127e-05
lh_rostralmiddlefrontal-rh_insula,9.42590673079379e-06,1.75809807000016e-05
lh_superiorfrontal-lh_superiorparietal,2.37371617387062e-05,4.8416024975792e-05
lh_superiorfrontal-lh_superiortemporal,-1.81089153844386e-05,-5.77856606846051e-06
lh_superiorfrontal-lh_supramarginal,-2.80243892364982e-05,-3.6462727463239e-05
lh_superiorfrontal-lh_frontalpole,-6.79132032987361e-06,1.29789300125003e-05
lh_superiorfrontal-lh_temporalpole,4.42440388212863e-07,-2.83780729057889e-05
lh_superiorfrontal-lh_transversetemporal,1.0303910771862e-05,4.09792918716224e-05
lh_superiorfrontal-lh_insula,-4.91831871126841e-06,-2.72538899722514e-05
lh_superiorfrontal-rh_bankssts,-1.99879751176414e-05,-1.66813610678112e-05
lh_superiorfrontal-rh_caudalanteriorcingulate,3.6862960951064e-06,5.48934820367301e-05
lh_superiorfrontal-rh_caudalmiddlefrontal,-1.16828619466665e-05,1.78588822251443e-05
lh_superiorfrontal-rh_cuneus,4.21553767776592e-05,1.77529487510575e-05
lh_superiorfrontal-rh_entorhinal,-1.07674931200506e-05,-3.43119113354455e-05
lh_superiorfrontal-rh_fusiform,-7.30449968408944e-06,7.48809218929152e-06
lh_superiorfrontal-rh_inferiorparietal,-1.17305084308467e-06,1.44131130141842e-05
lh_superiorfrontal-rh_inferiortemporal,-3.19099824083984e-05,-4.87714831000837e-05
lh_superiorfrontal-rh_isthmuscingulate,1.16133627106996e-05,-9.70592805342773e-06
lh_superiorfrontal-rh_lateraloccipital,3.38073943962533e-05,4.1764278028144e-05
lh_superiorfrontal-rh_lateralorbitofrontal,-5.03216055983256e-06,2.69636552711686e-05
lh_superiorfrontal-rh_lingual,4.07032102593553e-05,3.19669809262826e-05
lh_superiorfrontal-rh_medialorbitofrontal,7.57598151203735e-06,3.99286931043962e-05
lh_superiorfrontal-rh_middletemporal,-2.42024935776333e-05,-3.9466122021846e-06
lh_superiorfrontal-rh_parahippocampal,-4.01736534326058e-06,4.81480258095224e-06
lh_superiorfrontal-rh_paracentral,9.15356197971647e-06,3.80048194025417e-05
lh_superiorfrontal-rh_parsopercularis,-9.17580772039927e-06,2.08820758414429e-05
lh_superiorfrontal-rh_parsorbitalis,-1.430762398417e-05,3.20425281242486e-07
lh_superiorfrontal-rh_parstriangularis,2.05671534998246e-06,2.89901436405166e-05
lh_superiorfrontal-rh_pericalcarine,4.62565988943572e-05,2.93867109683814e-05
lh_superiorfrontal-rh_postcentral,2.89505715967142e-05,5.93764145471619e-05
lh_superiorfrontal-rh_posteriorcingulate,3.65569411345189e-06,4.25870545994815e-05
lh_superiorfrontal-rh_precentral,-4.65488874997563e-06,2.50723741662844e-05
lh_superiorfrontal-rh_precuneus,1.30131510608723e-05,2.44155042410597e-05
lh_superiorfrontal-rh_rostralanteriorcingulate,-2.84790797652949e-05,-1.14438187736657e-05
lh_superiorfrontal-rh_rostralmiddlefrontal,1.08708973517984e-05,3.15831654165308e-05
lh_superiorfrontal-rh_superiorfrontal,-3.00213632516505e-05,-2.53948890172771e-05
lh_superiorfrontal-rh_superiorparietal,2.80735033455597e-05,5.26179587756348e-05
lh_superiorfrontal-rh_superiortemporal,-3.06000932607959e-05,-4.75562279642586e-05
lh_superiorfrontal-rh_supramarginal,-2.96508598994462e-05,-4.71401802205142e-05
lh_superiorfrontal-rh_frontalpole,-1.23076835278119e-05,-2.21177928631265e-07
lh_superiorfrontal-rh_temporalpole,1.32127291937029e-05,8.38086460464154e-06
lh_superiorfrontal-rh_transversetemporal,-8.39617581225047e-06,-1.78282559528766e-05
lh_superiorfrontal-rh_insula,-1.82057131809197e-07,2.79905555836427e-06
