,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
lh_entorhinal-rh_inferiortemporal,-0.0073127318065638195,-0.015187229594332996,0.0017839024615952585,-0.018018868022913782,-0.00100408631380234,-0.0049507260681714,-0.000469378000389246
lh_entorhinal-rh_isthmuscingulate,0.01202428334092199,-0.014737201149074699,0.005238794963747566,0.012370669143753765,0.019767915519642555,-0.04927706694731097,0.002706418306516812
lh_entorhinal-rh_lateraloccipital,0.0236525143687388,0.0027523928697570045,0.016700255279970298,-0.00995443029353907,-0.017091402960824283,-0.03963423666367637,-0.005875418171250615
lh_entorhinal-rh_lateralorbitofrontal,0.008236899024869548,-0.006555597317639498,0.011598973298218138,-0.0206990120441771,0.0057929293178455524,-0.00013673591591687774,0.02324691989906828
lh_entorhinal-rh_lingual,0.03414006628119303,-0.007655068176469114,0.01052672200909193,0.017654919423637075,0.016746916533379175,-0.02101720137227671,0.017520429404202502
lh_entorhinal-rh_medialorbitofrontal,0.018281702950942436,0.005002728840143291,0.013814103438544702,-0.01575322918640871,0.0019144486234543069,-0.025505684585237894,0.007209999800031885
lh_entorhinal-rh_middletemporal,-0.0010146593340512745,-0.007646617343098681,0.00915320096103396,-0.010938397302615886,0.006391830151946058,-0.0067757600402143835,0.006344831623968003
lh_entorhinal-rh_parahippocampal,-0.012046523012077306,-0.03034842483173405,-0.008305700541831855,-0.00233243995788896,0.012764197421426975,-0.011852558421335799,0.01665717493191436
lh_entorhinal-rh_paracentral,-0.002128724819908627,-0.01530079091099012,0.011853170713131272,0.005188471683484272,-0.0004494657856968284,-0.02216805979856979,0.0070262018813021425
lh_entorhinal-rh_parsopercularis,0.009645458586544284,0.0025595528512482417,0.024736821696304874,0.0028249432425259437,0.019263014022915838,-0.006342555697766512,0.0064808146600094695
lh_entorhinal-rh_parsorbitalis,0.01572930166708976,0.0066814278529309734,0.01219652471499937,-0.008852048263746587,-0.005577880676151252,-0.03432865125811731,-0.004345787129332079
lh_entorhinal-rh_parstriangularis,0.013099375839888253,0.0052596268833990925,0.01634764975902099,-0.004905640105794839,0.003592334542643085,-0.028633627606912532,0.0004120070361102232
lh_entorhinal-rh_pericalcarine,0.03993851060065074,0.000350228661830561,0.007045956345107865,0.0016593915729217698,0.005481123754853986,-0.01743869397423106,0.009916003512345936
lh_entorhinal-rh_postcentral,0.013465951515083676,-0.004846640985820311,0.015444820775744566,0.007693368489900315,0.002971533349829713,-0.018624043962075558,0.01732032126212378
lh_entorhinal-rh_posteriorcingulate,0.003686556043436994,-0.011080120328187807,0.01791941738460237,-0.0380287711871725,0.03174806038817657,-0.01987223833871426,-0.0012364406976566877
lh_entorhinal-rh_precentral,0.004085249058011498,-0.005479166357722971,0.02058243788426318,0.004332065203260962,0.013155988266572558,0.0013876029605985115,0.019665737558922054
lh_entorhinal-rh_precuneus,0.005554181058985183,-0.009327174638650598,0.008777043528578303,-0.006409120099896771,-0.00215688008511974,-0.013052727311546025,0.008850650025059198
lh_entorhinal-rh_rostralanteriorcingulate,-0.011891847879828919,-0.0209277714298292,0.020993134013988512,0.004988662721174688,0.009538348734446464,-0.007528767590046826,0.01076226434718005
lh_entorhinal-rh_rostralmiddlefrontal,0.009393059851928936,-0.006713755012010264,0.0039580642870553125,-0.02246869420543808,-0.007656841138698398,-0.033562528771294446,-0.0011116297075706922
lh_entorhinal-rh_superiorfrontal,0.005969318743743659,-0.006309596922105464,0.007623440307481579,-0.007813238965914458,-0.0005946483874843192,-0.0053782233233189425,0.014224075777111995
lh_entorhinal-rh_superiorparietal,0.018561263691067784,0.0006027292607621975,0.016455512233451396,-5.760707335301616e-05,-0.021791195066800696,-0.02271843790323325,0.015970469478682872
lh_entorhinal-rh_superiortemporal,0.002558210313072316,-0.0021833963531752163,0.019830176594949345,0.0045549785761149824,0.030480343703732236,0.020841341313112934,0.02714189483194701
lh_entorhinal-rh_supramarginal,0.0017621202922483694,-0.00401448219208765,0.016459372043855794,-0.0030416069863353073,0.010019597537998897,-0.007771846696680206,0.011940007326278129
lh_entorhinal-rh_frontalpole,0.03776693464449673,0.025656716564296966,0.03321193517078077,0.016654207641553048,0.02227198221383082,-0.0036631867142605137,-0.005389949860527606
lh_entorhinal-rh_temporalpole,0.025176473134709706,0.011987143076320724,0.0278062609147543,0.018745809594493533,0.04449732776468969,0.014086983681735077,-0.015540489092623802
lh_entorhinal-rh_transversetemporal,-0.01284217272247292,-0.029271071534516465,-0.003747336185646114,-0.0224084090186228,0.006399018663635434,-0.011917319084110626,-0.0005405652866367641
lh_entorhinal-rh_insula,0.008243293157864665,-0.00909159726742721,0.02287788294113294,0.001940325096717164,0.02593504689988506,0.03576900243525581,0.020861404055458978
lh_fusiform-lh_inferiorparietal,-0.006864578547352294,-0.02003931818440798,0.020872278305342645,0.00559409633541625,-0.030892179359018227,0.009576650406523004,0.0324936717484386
lh_fusiform-lh_inferiortemporal,-0.0043558526983047,-0.019806894858722335,0.018714832429737725,0.005596612453552483,-0.027356877276288275,-0.01754057964024835,-0.0008441077641349184
lh_fusiform-lh_isthmuscingulate,0.0067569735113178165,-0.014414860050799007,0.0029031926360561524,0.017633223246323715,0.03590706025163032,-0.03130625482890418,0.027112544072497934
lh_fusiform-lh_lateraloccipital,0.02491214776699146,-0.014433822976266237,0.014440114278527365,0.01751083398155945,-0.03091648441716018,-0.015098251580273182,0.007387232571285967
lh_fusiform-lh_lateralorbitofrontal,0.0028091854376922133,0.002952746502817548,0.04510987873455955,0.027215841999346405,-0.00020474029420279369,0.010092275402635511,0.009043179930004175
lh_fusiform-lh_lingual,0.029817946470475407,-0.023756734756454127,0.00857449849028801,0.04922480839369629,0.029874701356276664,0.01097055632180567,0.006097875945541499
lh_fusiform-lh_medialorbitofrontal,0.010358287665193654,0.002001520422268735,0.034283436741539414,-0.01603666790589865,-0.023998295655254187,-0.012004567319702727,0.0048423644222263034
lh_fusiform-lh_middletemporal,0.00016730303156203702,-0.009468753354006829,0.02931801169058876,0.01267374815988784,-0.02345910744955826,-0.00736247546016767,0.009508725408349164
lh_fusiform-lh_parahippocampal,-0.008603401945278935,-0.016442918319352174,0.009724587798963121,0.015013758264956644,0.001723739773297732,-0.014988690009489668,0.008145255934684794
lh_fusiform-lh_paracentral,-0.02062108678852755,-0.030718696858035247,0.024611661773531555,0.0381186492990115,-0.0259525914755556,-0.03349562026714907,-0.026576013346614337
lh_fusiform-lh_parsopercularis,-0.0035536201291609232,-0.016696517420038567,0.0219702243805237,0.0002733963783406112,-0.03136093021680321,-0.029038623998540618,-0.023982843116246082
lh_fusiform-lh_parsorbitalis,0.010502771557602788,-0.0006966655469374548,0.03434971236179484,0.003375560570057719,-0.03837613881894814,-0.016878562276928827,0.010389431735393877
lh_fusiform-lh_parstriangularis,-0.006089968195591357,-0.01539805837551827,0.028199258033177226,0.017568326143050973,-0.006000393061336874,-0.005501379613713939,0.0045784918942181445
lh_fusiform-lh_pericalcarine,0.041431573765810026,-0.015701119248479098,-0.009560613189578524,0.016808497975920756,0.009488212889569856,0.009228010977670176,-0.007606582302707762
lh_fusiform-lh_postcentral,-0.00926733689506263,-0.03032241443215957,0.01497683634425848,0.024276951901410042,-0.017842448864843482,2.932000492986833e-06,0.008290657151956754
lh_fusiform-lh_posteriorcingulate,-0.013387044943651128,-0.02215171749201322,-0.0015264154274106307,-0.06792129987464537,0.008634751562123373,-0.016259513051961095,0.009719486363518614
lh_fusiform-lh_precentral,-0.031481535858321856,-0.0453293047564225,0.003353450840096231,-0.0007060276667851535,-0.02831728782188755,-0.00438590313794059,0.005191939949311756
lh_fusiform-lh_precuneus,-0.019512136355154662,-0.031186353497257416,0.016469868740167412,0.02570928776665715,-0.03770150327538331,0.0019957237628109303,0.0047770994143634515
lh_fusiform-lh_rostralanteriorcingulate,-0.0313843192568717,-0.03802193993881756,0.009758612429021209,-0.010254628321710469,0.016439324416284644,0.0011021918323389603,-0.0014004335768113315
lh_fusiform-lh_rostralmiddlefrontal,-0.0058350930174872525,-0.017163633478088483,0.01252699140508896,0.0009337929202995595,-0.028613957598380972,-0.028138169184431513,-0.008130299570330655
lh_fusiform-lh_superiorfrontal,0.006968175679123838,-0.013921563480501237,0.027644956623751778,0.014463798906347611,-0.029957525960352543,-0.012870212393501022,0.0044151064536803045
lh_fusiform-lh_superiorparietal,-0.0003940487583309032,-0.022957327042581428,0.01730145063563599,0.019006487752482978,-0.0532391944902543,-0.008996167879042023,0.0041334226441266265
lh_fusiform-lh_superiortemporal,-0.01052668651784156,-0.030996803663144366,0.013894043887160442,-0.014251449317260037,-0.024584666819766204,0.00784063493973791,0.00880501929630438
lh_fusiform-lh_supramarginal,-0.013733329878491863,-0.02636868848819701,0.015301853545405756,-0.003119478996214771,-0.03220565834475509,-0.00608528653206886,0.00687133675928782
lh_fusiform-lh_frontalpole,0.01327983255746017,-0.009148349958646428,0.02072602139262839,0.004242442505620652,0.0017233026217660496,0.014523268740808023,-0.00806206855789444
lh_fusiform-lh_temporalpole,0.013196198788114687,-0.012141030763847444,0.013677266571112559,-0.023937778425579256,-0.008988000985280237,-0.008407337782048099,0.020630818562435278
lh_fusiform-lh_transversetemporal,-0.023731474617920963,-0.04100338980671012,-0.01245076935620781,-0.01447023245824237,0.006044028783326585,-0.017509405217291264,-0.028306996069346408
lh_fusiform-lh_insula,-0.0035377124805788212,-0.024308240906609057,0.016760285698062052,-0.02155521127142186,-0.022565830332224143,0.007702464993816611,0.009912812018524082
lh_fusiform-rh_bankssts,0.002548228186350001,-0.00775396223325223,0.02335608942115478,-0.010217771839599678,0.017993121129227782,0.035787214018690096,-0.01341807354281402
lh_fusiform-rh_caudalanteriorcingulate,-0.008330578070139188,-0.004163201547928958,0.01594228540692543,-0.02620889126560823,0.025831189088787763,-0.042502014436146714,0.043039838695654316
lh_fusiform-rh_caudalmiddlefrontal,-0.008737772853518557,-0.0221657376366979,0.018662514223781786,0.011373170870423544,-0.029002838768241102,-0.015411388805415035,0.009353299176177996
lh_fusiform-rh_cuneus,0.03322645938210658,-0.027955677196134975,-0.011914750018051855,0.032855674867332124,0.02148090892319434,-0.0023762884824215787,0.02814120996364452
lh_fusiform-rh_entorhinal,0.001241433964070252,-0.01669621564104146,0.0034515402554652795,-0.014991735578307137,0.010280988364405576,0.0062213663675544815,0.0012159920157040413
lh_fusiform-rh_fusiform,-0.013053642717700426,-0.019975826967558157,0.01106434386154087,-0.0012277046298196659,-0.012226115350588007,-0.00651030216308133,0.010271502635318402
lh_fusiform-rh_inferiorparietal,-0.015514540303008395,-0.025831445079612846,0.013776011329849007,-0.001090291045680877,-0.02344057043484921,-0.00828867079900393,0.030423824900171627
lh_fusiform-rh_inferiortemporal,-0.0018315830410970944,-0.01787139710574225,0.022214476830047035,0.006038823646506105,-0.02273459245155815,-0.021258590376538454,-0.00442424061496221
lh_fusiform-rh_isthmuscingulate,0.0016338388849238576,-0.021231254400483332,-0.008415057658301913,0.018485040926390247,0.03449845303930926,-0.04730631800950437,0.017203801470690193
lh_fusiform-rh_lateraloccipital,0.026616763819822614,-0.010111081395060045,0.018949879005403483,0.01632852584468068,-0.021179580817551794,-0.026171226273394948,0.025001210034787304
lh_fusiform-rh_lateralorbitofrontal,0.006372955126568444,0.0034243451183769667,0.039162700982963594,0.01056656148772704,-0.006152135445843358,0.0031093944962214608,0.018393404459384304
lh_fusiform-rh_lingual,0.026604309276781122,-0.025788585130334215,-0.004039827330387557,0.036388794268226436,0.02594774850651809,-0.020948167549471222,0.029873111971685372
lh_fusiform-rh_medialorbitofrontal,0.004069954413973266,-0.003898557667468627,0.03019844940552103,-0.008152246556429113,-0.020903055629550967,-0.0260344908709155,0.0068434751087180735
lh_fusiform-rh_middletemporal,-0.008219517269705675,-0.021044895727238784,0.020415159010077382,0.00012053808184386371,-0.026578526796363026,-0.015592035562208256,0.01186363984811904
lh_fusiform-rh_parahippocampal,-0.009474791520607359,-0.01914013636678516,0.005396044193688683,0.014492649999440355,0.03133180527071242,0.0048285662371300156,0.0375205316950202
lh_fusiform-rh_paracentral,-0.029391249792821955,-0.04415291145576849,0.005568333147378896,0.021142815928268867,-0.015693951737203417,-0.02911774107117278,0.006156447620191016
lh_fusiform-rh_parsopercularis,0.0025546528093265434,-0.005456417485113596,0.037537486756964535,0.02140546125999639,-0.0040768787538706126,-0.011884980823317305,-0.008398465244610949
lh_fusiform-rh_parsorbitalis,0.00874224532354963,-0.002598448606806807,0.03172385235358203,0.0018700886846801884,-0.03266826716837681,-0.02758367809108231,0.004666286704047173
lh_fusiform-rh_parstriangularis,-0.0028290624823473637,-0.011347335863554894,0.027768660056277202,0.017029516061873126,-0.009411745959028097,-0.026198239125942477,0.007122558370608962
lh_fusiform-rh_pericalcarine,0.044757147216813994,-0.008656112920075372,-0.01315170806095123,0.01237556389054321,0.023797336605595448,-0.0001008674979994039,0.0348251906393568
lh_fusiform-rh_postcentral,-0.006546166351795372,-0.024867734356519802,0.015063569747905065,0.02674977883779256,0.0014130225847994251,-0.016143705949341218,0.0393342546413809
lh_fusiform-rh_posteriorcingulate,-0.007307283239276587,-0.013403228046889398,0.000997735435965203,-0.05693137104913474,0.03777599997732115,-0.028262697660235057,0.020866435291779277
lh_fusiform-rh_precentral,-0.026519975084023657,-0.036231626331295785,0.014217621683566549,0.01992616064389067,-0.010898723014040327,-0.0043694357070749885,0.021207370281726166
lh_fusiform-rh_precuneus,-0.019345283656055264,-0.03480690450093412,0.011225958834657473,0.014992814952617265,-0.03249460683163143,-0.015512819684301848,0.016408081692005593
lh_fusiform-rh_rostralanteriorcingulate,-0.021641982213519633,-0.02272769140595303,0.028441036391577065,0.0056814729247411785,-0.0187986179525114,-0.02448819978472324,-0.009443028604129976
lh_fusiform-rh_rostralmiddlefrontal,0.0035806535581871628,-0.009145535012547109,0.015958376589638588,0.0056059236999135365,-0.015060722404838458,-0.037397377969342935,0.01759505521750129
lh_fusiform-rh_superiorfrontal,-0.002460233288454158,-0.025996899614860486,0.01495052371387882,0.0003553696713219923,-0.04261409365758778,-0.016272320172486414,-0.0014258834084616492
lh_fusiform-rh_superiorparietal,-0.0009304015510689869,-0.024174836479902876,0.01065752084424413,0.011114739988864015,-0.04564987734111668,-0.03196987842580131,0.020276705981149293
lh_fusiform-rh_superiortemporal,-0.007019827884201196,-0.024380369875436233,0.025895692402053385,-0.002235263359469829,-0.01818519985953148,0.00924929850163844,0.008849946982381427
lh_fusiform-rh_supramarginal,-0.008278371540808616,-0.014688269782173908,0.031364213901090315,0.011870703107433796,-0.018258265808378096,-0.013192759077067137,0.0036254686504684393
lh_fusiform-rh_frontalpole,0.011854536447382514,-0.010612913270884485,0.020218435414538743,0.007115797583998787,0.008828666938124823,0.007101315247282934,-0.0008044613017365208
lh_fusiform-rh_temporalpole,0.012189105050728958,-0.02024719414983851,0.00498655695538099,-0.019525733851450306,0.019554778343348667,-0.005120147834858491,-0.032517643775238914
lh_fusiform-rh_transversetemporal,-0.017143007029212825,-0.025488262661350906,0.010272623912024277,0.004075795139297797,0.015794897213310337,-0.020058115800481627,-0.004748683937138935
lh_fusiform-rh_insula,-0.005270607225649121,-0.02858876395236495,0.013311110400470888,-0.025691451589847456,-0.024320330116090735,0.02744204631084885,0.000866703010296836
lh_inferiorparietal-lh_inferiortemporal,-0.01747683492157571,-0.021300403803568287,0.026800141075508332,0.021511660285003717,-0.012807810152986886,0.026008192140637022,0.03649752880890748
lh_inferiorparietal-lh_isthmuscingulate,0.005938872547348282,-0.023318111264205924,-0.013361790535738147,0.002226484412614749,0.011987962145028048,-0.05069530301442695,0.02047626142127089
lh_inferiorparietal-lh_lateraloccipital,0.04094949892112796,-0.008047974278842808,0.01121602912398128,0.011282487527647952,-0.016419062833997536,0.0003522253667348103,0.00039233396008026017
lh_inferiorparietal-lh_lateralorbitofrontal,-0.015014228785593291,-0.029424805450397534,0.0019284026684540313,-0.03199150229695886,-0.03272389375664877,0.042751117860848224,0.04764556086519011
lh_inferiorparietal-lh_lingual,0.03599696736559263,-0.03449263341517509,-0.019873374238001975,0.012525183331125726,0.005573492735650102,-0.015742858415667305,-0.010786773279503932
lh_inferiorparietal-lh_medialorbitofrontal,0.00768015731268239,0.0033684633422834975,0.03529803132240369,-0.025080854208468364,-0.020177566365936237,0.011794913993494298,0.01951234151362995
lh_inferiorparietal-lh_middletemporal,-0.000978140540558584,-0.012531342445515434,0.018589545696190018,-0.006965126643850738,-0.0192933319196871,0.019034042206958226,0.03217717823833406
lh_inferiorparietal-lh_parahippocampal,-0.002301463049541994,-0.004898442510019307,0.026304231150226755,0.004689624643494473,-0.02712040994220863,-0.020690462581749364,0.007151769396223774
lh_inferiorparietal-lh_paracentral,-0.004514156330032115,-0.017587510183498266,0.01457869805639078,0.00014226649008235235,-0.0034574344597692722,-0.024922890373520974,-0.009343483523262273
lh_inferiorparietal-lh_parsopercularis,-0.005822709091088466,-0.021043331140093234,-0.0030173194117215267,-0.010914638372517927,-0.0015891847181868288,0.021780939633387314,0.016323744534257507
lh_inferiorparietal-lh_parsorbitalis,0.0020725121536775905,0.005353742609190413,0.04539840700797834,0.003691276539076126,-0.03453367585954781,-0.002743561043403173,-0.00034598340501474983
lh_inferiorparietal-lh_parstriangularis,-0.02182191499517404,-0.027666005397076646,0.0022729914052173118,-0.009832133037011618,0.005902439011034257,0.011007223865015873,0.0027640960777257843
lh_inferiorparietal-lh_pericalcarine,0.04963006763951624,-0.01712253313542726,-0.0186986967749606,0.004835632800408799,0.0018705388768852573,-0.004281748216523187,-0.02154081387136443
lh_inferiorparietal-lh_postcentral,0.00011142699813241102,-0.02506918546906252,0.00863680048578443,0.012852904536312045,-0.006958676054108356,-0.0002438313244984285,-0.009912676305963104
lh_inferiorparietal-lh_posteriorcingulate,0.0018165203377780521,-0.0018378437234757693,0.017091055315240442,-0.05767304239213297,0.030087581072107652,-0.005223974760441016,0.019164661324208104
lh_inferiorparietal-lh_precentral,-0.009275310895878677,-0.03562481216680481,-0.02655631066301099,-0.039279629427797585,0.0010769119001106876,0.012353410998895998,0.026542730870891526
lh_inferiorparietal-lh_precuneus,-0.011338926319872728,-0.029159943188356185,0.00555687867260169,-0.012911060473174578,-0.00035918699285015804,0.02044138129880381,0.011814525096479647
lh_inferiorparietal-lh_rostralanteriorcingulate,-0.027032809621494035,-0.03818919226068197,0.019333835999738643,0.0049425044206646805,0.007463530202923397,0.005479749497011869,-0.0011497186375758655
lh_inferiorparietal-lh_rostralmiddlefrontal,-0.01067919012180012,-0.019717186495236703,0.0101655501595265,-0.031103120552952106,-0.02496858881326248,0.003620541430786763,0.0006345824969430808
lh_inferiorparietal-lh_superiorfrontal,0.017448868988450404,-0.004452095859001802,0.01319839805477236,-0.020868907623933803,-0.0076985379809404505,0.012971739773913587,0.023333705696787017
lh_inferiorparietal-lh_superiorparietal,0.005132005033735734,-0.016885783917222504,0.02010454642109007,0.024200502642611185,-0.025394858061268257,0.005209612448176734,-0.0031801621209443572
lh_inferiorparietal-lh_superiortemporal,0.014666317346893927,-0.006579997473955381,0.01403547684729739,-0.020723721352186957,-0.011151032718548502,0.020007979233451878,0.012407864652575732
lh_inferiorparietal-lh_supramarginal,0.0002804659454779137,-0.013243069692562217,0.018304263389749328,-0.012544156359656698,-0.005140077582777236,0.0161337464017213,0.017853495637099072
lh_inferiorparietal-lh_frontalpole,0.0036499560914441957,-0.007844998614556956,0.021320367621021036,-0.0013012496708169885,0.01892884175386766,0.029641760211889735,-0.02297985611716145
lh_inferiorparietal-lh_temporalpole,0.01894847045412949,-0.007082388563871515,0.017251089643379156,-0.02317706066838056,0.002413528311768834,0.0005589213424501839,0.027195503740512064
lh_inferiorparietal-lh_transversetemporal,-0.003919734107297833,-0.02165236604250857,-0.0011449228627683984,3.4683100401356e-05,0.03189974412488188,-0.0035490110337491314,-0.0382728145867942
lh_inferiorparietal-lh_insula,0.0073359521740037036,-0.015297758152028648,0.004236828292243238,-0.008793403955969344,-0.01890122657945461,0.004516373532339436,0.018665634818692534
lh_inferiorparietal-rh_bankssts,0.00033929821119197973,-0.013775370694163153,0.005223708132605623,-0.023815470834322793,0.011827586987702003,0.03415207170171239,-0.021881434435453345
lh_inferiorparietal-rh_caudalanteriorcingulate,-0.005005596986713463,0.0016571640292168358,0.030444243201996655,-0.018263848473024556,0.025110326985190987,-0.03250844600228373,0.04697574298486961
lh_inferiorparietal-rh_caudalmiddlefrontal,-0.014543283900780184,-0.03179982212834565,-0.008167592652445951,-0.016935331586026225,-8.994554191314941e-05,0.04540430722439334,0.026652783360849322
lh_inferiorparietal-rh_cuneus,0.042776175024941805,-0.027381009205433928,-0.02894246872681389,0.004990925355104277,0.011447248506059625,-0.02704742599864881,0.0029608709704766994
lh_inferiorparietal-rh_entorhinal,0.006140991305988582,-0.009647232838273744,0.006669230460727655,-0.02032647602260252,0.007243102516216685,0.01905642157187299,-0.005642570796230584
lh_inferiorparietal-rh_fusiform,-0.005028968666007336,-0.01904829487410211,0.019642394486668553,0.0064941303896524595,-0.03457095042218772,0.010863645147167726,0.01399503698644413
lh_inferiorparietal-rh_inferiorparietal,-0.021290327819343067,-0.02663988034733826,0.011147835289952515,-0.012404934447299657,-0.005452900248107096,0.019056084913046754,0.011743067087315122
lh_inferiorparietal-rh_inferiortemporal,-0.012137774091765835,-0.021148304813231218,0.02475947710492436,0.01287053036189971,-0.019812199183457398,0.027805366543369497,0.01110220329482815
lh_inferiorparietal-rh_isthmuscingulate,0.0014401358857802768,-0.028738782952144062,-0.019999923151055227,0.011115299867688874,0.016148423291570325,-0.06034239976232025,0.0006863515914228026
lh_inferiorparietal-rh_lateraloccipital,0.035921145182070076,-0.012773027188924159,0.0016744233393748713,-0.0031716907694644444,-0.021499382767282048,-0.02742393648095773,0.018045619218134433
lh_inferiorparietal-rh_lateralorbitofrontal,0.0004549884219742731,-0.006959426643101933,0.031148386942873304,-0.006894027820798151,-0.01480637492135714,0.0661142709995438,0.05800003707267567
lh_inferiorparietal-rh_lingual,0.039921090389182665,-0.026400312585008003,-0.022022854354361392,0.0077252754060121945,0.0062254116882067955,-0.04772299428072717,0.010036751105456938
lh_inferiorparietal-rh_medialorbitofrontal,-0.001187261108429758,-0.001969857599093477,0.03662558601649859,-0.012758437409825792,-0.022084575041258776,6.757910631843563e-05,0.00849092876509706
lh_inferiorparietal-rh_middletemporal,-0.011574974712031012,-0.024369454412865744,0.006416415541308958,-0.01559111957197306,-0.02093053459606966,0.028985783691333446,0.016252176102381603
lh_inferiorparietal-rh_parahippocampal,-0.012771965631756184,-0.02193877414019429,0.010044787119400655,-0.004194772799956753,-0.004270016233386899,0.007968168680573123,0.027266803598959354
lh_inferiorparietal-rh_paracentral,-0.01584007332214564,-0.035168939284730354,-0.005352186611114888,-0.017356695242500064,0.01400208978023366,-0.006269295573280758,0.02234612668825284
lh_inferiorparietal-rh_parsopercularis,-0.007879930617971886,-0.019814551699754795,0.004316776908933583,-0.002792888480042462,0.008973250142524229,0.045047998309857874,0.016257242896438213
lh_inferiorparietal-rh_parsorbitalis,0.0011663895470291528,0.005120857234907282,0.048122287727479875,0.006881177563865241,-0.02009372667246486,0.019012362279823353,0.004300782874430022
lh_inferiorparietal-rh_parstriangularis,-0.021012433187163112,-0.024634925153466044,0.005818408080119691,-0.008233941723298398,0.0062948403813148455,0.012477469220210886,0.011398501617001875
lh_inferiorparietal-rh_pericalcarine,0.05251388030481262,-0.010478866640293346,-0.024493352616675505,-0.006252344947856097,0.00870014052730706,-0.024833342323697362,0.014059805338337226
lh_inferiorparietal-rh_postcentral,-0.0016175398846954877,-0.02537255033787344,-2.9277573587845746e-05,0.0055106352549859966,0.0031052172389710374,-0.028629905296844935,0.025635528683690744
lh_inferiorparietal-rh_posteriorcingulate,0.008455249146933352,0.0042968118784175975,0.01934186204930118,-0.04819305304319758,0.047706685327894065,-0.017359985405505433,0.012799166229517588
lh_inferiorparietal-rh_precentral,-0.01983732592306802,-0.039560670281141734,-0.019389104567699513,-0.025375799958600655,0.00663602180180755,0.032132970073155125,0.01702404725060409
lh_inferiorparietal-rh_precuneus,-0.014814550549772015,-0.03572515132471658,-0.0035411409283386108,-0.011676336917772276,0.010334859953053709,0.015478714962977516,0.02925291133163813
lh_inferiorparietal-rh_rostralanteriorcingulate,-0.023355179990637305,-0.027008472843325165,0.030500533864768534,0.01927091108334228,-0.025967851633910348,-0.004116069304568461,-0.0029002364716698365
lh_inferiorparietal-rh_rostralmiddlefrontal,-0.006444594128361088,-0.014031410891627464,0.016920518871060664,-0.02350452923718781,-0.010215270830537752,0.007995424837918003,0.01791457350716391
lh_inferiorparietal-rh_superiorfrontal,0.0032147446212116185,-0.0180602256094008,0.005374692830922224,-0.025449395909618387,-0.022704211251163137,0.03592939800920408,-0.0013201777973624494
lh_inferiorparietal-rh_superiorparietal,0.0028260466468235336,-0.016035263309187694,0.013631178492926044,0.018656639675790728,-0.00765563831581897,-0.018845474306048177,0.03006533120269313
lh_inferiorparietal-rh_superiortemporal,0.012810180947929843,0.0005391950716924122,0.022176201609971215,-0.007931527893839581,-0.016176900406588434,0.029171104608396666,-0.014368528871162177
lh_inferiorparietal-rh_supramarginal,-0.00799639825120963,-0.012413104418528177,0.023581789079063404,-0.0019260984163741793,0.0030029834234442275,0.03685522601169933,0.009644276149061935
lh_inferiorparietal-rh_frontalpole,-5.6480081501888356e-05,-0.009927995504828287,0.024671107835148705,0.001298714215145014,0.021910451785281927,0.029228966411112004,-0.027738085261882185
lh_inferiorparietal-rh_temporalpole,0.016375634611413243,-0.013658306934290548,0.008223648236083328,-0.014188517467255746,0.03195871103293876,0.013349520371381315,-0.02950384138001055
lh_inferiorparietal-rh_transversetemporal,-0.010249035074630458,-0.018213756082351932,0.006846711526001871,0.0021121016468444403,0.021467655152036125,-0.015623025010841963,-0.017731882452695403
lh_inferiorparietal-rh_insula,0.00394374402773758,-0.022074694434919027,-0.0005848822547752557,-0.013350741043317758,-0.02246425989243228,0.03285517108959298,0.006447537261448596
lh_inferiortemporal-lh_isthmuscingulate,0.0023708764840953394,-0.029826016109943846,-0.013303657389889362,0.011947456806124206,0.028572054130150553,-0.04435059324971245,0.012648719313789112
lh_inferiortemporal-lh_lateraloccipital,0.010425918520082112,-0.023893355446215427,0.0053869472949017155,0.0139026928608721,-0.023107914567123574,-0.007879181003405502,0.006802604363178451
lh_inferiortemporal-lh_lateralorbitofrontal,-0.003361662516369035,-0.011596462156490704,0.029029233375859373,-0.008692343589162358,-0.021147491432561442,0.005558116242607365,0.004486322222346447
lh_inferiortemporal-lh_lingual,0.010578189833233,-0.048726330879771296,-0.01903565408348817,0.03371664247639489,0.017116612799029124,-0.0006664823514825576,0.002138906531014521
lh_inferiortemporal-lh_medialorbitofrontal,-0.0057009728036853755,-0.016571613108782565,0.00783626525725448,-0.04398780677796281,-0.02509571837256314,-0.0057717075294144455,0.014405326799935614
lh_inferiortemporal-lh_middletemporal,-0.011430171059437451,-0.007635340719388886,0.031643365868132586,0.003665084689623422,-0.019306621681581957,0.006184515531834963,0.0045477813679532875
lh_inferiortemporal-lh_parahippocampal,-0.013726990010708562,-0.027319007715165117,-0.0018270842896817813,0.01740669589597064,-0.00045554454962203446,-0.023224771608364458,0.003140716378338101
lh_inferiortemporal-lh_paracentral,-0.0273593789150923,-0.034055356764470364,0.02364066200827042,0.04265347355954418,-0.01540838258018476,-0.025875941981073635,-0.02373342913459159
lh_inferiortemporal-lh_parsopercularis,-0.004113771539653637,-0.004761148512462105,0.04722213549086856,0.02601999115917035,-0.0004194152840894167,-0.003903466740032901,-0.01475216391535825
lh_inferiortemporal-lh_parsorbitalis,0.00660610618542034,0.00608954329860404,0.04034432144542425,-0.006062522681331411,-0.028340682716774035,0.0011624518161561582,0.016325665991223905
