,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
lh_temporalpole-rh_inferiortemporal,0.01571944452759315,-0.009637702302618612,0.013658340668187491,-0.04077623321175367,-0.006240595992938647,-0.0001947827599286537,0.024800348998026595
lh_temporalpole-rh_isthmuscingulate,0.024218770548886128,-0.014028635581547357,0.0126766675499643,-0.004622341133316094,0.01898226950822468,-0.03363069736325072,0.024186748589227168
lh_temporalpole-rh_lateraloccipital,0.03234718257640049,0.0021124093376470032,0.024588182718039024,-0.013820965231514857,0.003257144748312087,-0.017975661641786,0.024139303705541237
lh_temporalpole-rh_lateralorbitofrontal,0.027160348733252813,-0.0022068812381022293,0.015566783032117063,-0.03508162293590826,0.0036949098087440263,-0.007583011141119605,0.037814029055861065
lh_temporalpole-rh_lingual,0.03506524593431864,-0.010031948812039658,0.01636483358475404,0.011311418274689705,0.03050050105039579,-0.005692983634481846,0.03937887365660035
lh_temporalpole-rh_medialorbitofrontal,0.02764624726469125,-0.0004171251561885726,0.006934606722132053,-0.03122131540647482,0.011258797820121978,-0.01160411239205884,0.04167700593870439
lh_temporalpole-rh_middletemporal,0.013577823952364648,-0.012513897996679893,0.009026761922798705,-0.04553651619034234,-0.0035583043235516564,-0.006921839900346807,0.024205845634646162
lh_temporalpole-rh_parahippocampal,0.01041661354480896,-0.02052643487203903,0.004657810561223985,-0.0011148883789821133,0.02023029917947224,-0.012293570142619597,0.032052867080695664
lh_temporalpole-rh_paracentral,0.016968774178080355,-0.00870518059941514,0.01831322070344838,0.002264824193008366,0.009475793731890076,-0.015475822098148214,0.029208368012859302
lh_temporalpole-rh_parsopercularis,0.01445599957036456,-0.007274750829300765,0.01951147871049201,-0.020475045707586455,0.007005912163533499,-0.01903151780764709,0.01952900243051934
lh_temporalpole-rh_parsorbitalis,0.010281911724916272,-0.01729627325268713,-0.008164107199990087,-0.037477774344309385,0.006595019182179851,-0.017857408293705298,0.030144186908766774
lh_temporalpole-rh_parstriangularis,0.019235422369104152,-0.006199470045800554,0.010711250486714622,-0.027666695178778723,0.006459323550665904,-0.020036438098613846,0.0272117831899301
lh_temporalpole-rh_pericalcarine,0.038133111238286735,-0.00553653192884291,0.008910317397956705,-0.0065828297246874655,0.014713128329572975,-0.009509574555213677,0.022495322586496794
lh_temporalpole-rh_postcentral,0.017209658774990956,-0.01195067281243372,0.01576826835831805,-0.0037659474740116446,0.015005302321993258,-0.00644170618997649,0.04035482835303422
lh_temporalpole-rh_posteriorcingulate,0.023692729698529445,-0.0051443845483725836,0.026451868938445443,-0.04931757993328614,0.02259168202189378,-0.02293017273231911,0.011326086320398946
lh_temporalpole-rh_precentral,0.01859690445472904,-0.0063421479399021815,0.027441601223226923,-0.006590316925752128,0.012418297212803098,-0.006222354082770856,0.03570669194247695
lh_temporalpole-rh_precuneus,0.021904703388956587,-0.005994855852503235,0.016238171530600812,-0.010263612992642706,0.01068621662639079,-0.002683264757110538,0.03619612740261238
lh_temporalpole-rh_rostralanteriorcingulate,0.016126247174593454,-0.008790049522946982,0.024429406383760188,-0.020277816028673446,0.008063847932963728,-0.014991122837459929,0.022455119674132974
lh_temporalpole-rh_rostralmiddlefrontal,0.0247654749943238,-0.008342966148073352,0.009275261968421291,-0.04046006487422381,-0.005799089535181874,-0.03040227566000938,0.020194625391915647
lh_temporalpole-rh_superiorfrontal,0.009463096487464365,-0.01763606196914494,-0.003570511687917914,-0.03785827824794673,-0.014233918459437308,-0.021706100983363515,0.03325161173681265
lh_temporalpole-rh_superiorparietal,0.022652661143906957,-0.006434368533936397,0.01669397721260341,-0.006896887315543742,-0.006335750413807657,-0.012425543365657071,0.038970193999741
lh_temporalpole-rh_superiortemporal,-0.004954143758071215,-0.02635067885277829,-0.0010086188311915286,-0.03993598840687344,0.003901212569736926,-0.0021401281804294264,0.04132951748386555
lh_temporalpole-rh_supramarginal,0.011390044597955996,-0.009278040923605626,0.020330411764520412,-0.018231173359072254,0.014509313667434536,-0.0004876373186057758,0.04159242617299539
lh_temporalpole-rh_frontalpole,0.026358985519066073,0.006221431486152382,0.008592421408667021,-0.006284479375712964,0.023671856546439364,-0.009699147564161095,0.04340735624782616
lh_temporalpole-rh_temporalpole,-0.009897357907449724,-0.004927245218479045,0.003807012874040533,0.004678512361766487,0.008306375886905833,0.01759671365061477,0.020753083182001548
lh_temporalpole-rh_transversetemporal,0.005012311731993911,-0.026594951157445777,0.003049499483159309,-0.028089401191950032,0.004151462317677473,-0.020744931010209765,0.014985044054061725
lh_temporalpole-rh_insula,0.02479555421001994,-0.006992420541380062,0.03165288630721278,-0.02007690239667739,0.012132686627457473,0.01208309392596594,0.020382498419244863
lh_transversetemporal-lh_insula,0.0058169300598036894,-0.006592845053125905,0.013692812549763785,0.02808016648712706,0.003248616087050242,-0.0046602238936218005,0.009519150909175154
lh_transversetemporal-rh_bankssts,-0.004221456933274078,-0.01994069603674058,-0.006387211835884272,-0.005315255908323147,0.004747922826315833,-0.011228592139419579,-0.038974587444320544
lh_transversetemporal-rh_caudalanteriorcingulate,-0.011931962151640921,-0.010522150802487215,0.019197804680907798,-3.727180246456746e-05,0.04182386208625546,-0.0030338301262748508,0.035149343512549204
lh_transversetemporal-rh_caudalmiddlefrontal,0.01567542626087356,-0.006683009426692441,0.00604011248312929,0.008521111487744357,0.014829277640075973,-0.004198768759491502,-0.03605683518840441
lh_transversetemporal-rh_cuneus,0.013569839214154125,-0.027759583134421645,-0.008817035791512254,-0.00954095072682363,0.028003133543077485,0.03424117902043082,0.018454536224286163
lh_transversetemporal-rh_entorhinal,-0.01052368514618749,-0.03401968893835036,-0.015137269403789325,-0.02809108208617702,0.016439029689956308,0.010335133653327304,-0.014609156017242903
lh_transversetemporal-rh_fusiform,-0.019558357905000413,-0.03369160365209264,-0.0014325927341684015,-0.0018288594673475632,0.014468454368231845,-0.0009489227018427798,-0.030949208598441597
lh_transversetemporal-rh_inferiorparietal,-0.0008738917936721223,-0.01744028598755169,0.006124622429037661,0.006447613911658497,0.03831702884773795,0.008805491649139597,-0.039278662639690425
lh_transversetemporal-rh_inferiortemporal,-0.02380193185534276,-0.045066495457085756,-0.00833087954523121,0.006379760313719597,0.013758210870520997,-0.009573072366087176,-0.030270409120186574
lh_transversetemporal-rh_isthmuscingulate,-0.02646640042880622,-0.050394091373928925,-0.02467294837092374,-0.016368204712161504,0.03494619409181486,-0.0010594717483874711,0.00040929841081216483
lh_transversetemporal-rh_lateraloccipital,-0.0003551666156752856,-0.03330177664705237,-0.0058738776049360964,-0.016994566030946474,0.021556828164410017,0.02807984505120651,0.002401712175539668
lh_transversetemporal-rh_lateralorbitofrontal,-0.011167538608606635,-0.02489763172286676,0.015445801726766519,0.022084001559181114,0.0271734437879922,0.024086741208998036,-0.012213247553296105
lh_transversetemporal-rh_lingual,0.003189062566731956,-0.03633543274758552,-0.01015671622204248,-0.008170928323472281,0.035070458962148866,0.02762401606927392,0.026528130270393437
lh_transversetemporal-rh_medialorbitofrontal,-0.012250064815832015,-0.0250512254052324,0.02063361998975346,0.012656223063555724,0.03283110331326879,0.017368303762713224,-0.018852052464607243
lh_transversetemporal-rh_middletemporal,-0.01600287471879183,-0.03633328760611136,-0.01007902497015261,-0.0004088869859975221,0.014149848140049291,-0.003429793900870533,-0.02666938773586948
lh_transversetemporal-rh_parahippocampal,-0.0314998382183865,-0.04563822726167325,-0.01880142288324038,-0.03800090134288983,0.010245795445360886,0.021807763185924714,-0.0005104369014771754
lh_transversetemporal-rh_paracentral,0.0019141933740255076,-0.015840579374192452,0.017295407967671237,0.008354513668247427,0.04931053354383177,0.02100578937174855,-0.0075554221835498715
lh_transversetemporal-rh_parsopercularis,0.0058906902552776,-0.011008599240663752,0.0019548317634378452,0.013300567793832716,0.017582766309893416,0.005091730855587239,-0.03287728096501365
lh_transversetemporal-rh_parsorbitalis,-0.00630949167002893,-0.026459732693869607,0.007414178883886045,-0.015346660657700621,-0.006448119444595668,-0.003940721345608318,-0.03300511939642411
lh_transversetemporal-rh_parstriangularis,0.0034780397528972836,-0.013758428042422487,0.012957282353144644,0.014819135621406855,0.03140259530550914,0.013343856244625555,-0.02793009664502169
lh_transversetemporal-rh_pericalcarine,0.023284421278587097,-0.023747817828826654,-0.020239750016840367,-0.019251668355897582,0.01810706629965294,0.02392578777233802,0.03447964880899294
lh_transversetemporal-rh_postcentral,-0.002463073433678031,-0.02322701212723291,0.01323522792023091,-0.008894656227002697,0.027832679696472473,0.030497904593970084,0.013711485582476122
lh_transversetemporal-rh_posteriorcingulate,-0.014166243497893435,-0.021832569316606765,-5.094878472182682e-06,-0.020748360363897937,0.05769620382962542,0.0028022174041315386,0.0076862435773606755
lh_transversetemporal-rh_precentral,-0.0003846663506352403,-0.022504128286510088,0.0026065630443027235,5.1369266746837084e-05,0.03371323708201166,0.022637812205963455,-0.01643420721568891
lh_transversetemporal-rh_precuneus,-0.0021227576283231256,-0.01913951089472046,0.015844206567402055,0.009814792902430699,0.04060169097785362,0.015137451891144054,-0.02419945246319007
lh_transversetemporal-rh_rostralanteriorcingulate,-0.024343166227740243,-0.02879142053270053,0.012673086305962917,0.0351677389132308,0.003711939487397114,-0.005016559320112979,-0.018664920267686482
lh_transversetemporal-rh_rostralmiddlefrontal,0.00023192707888751348,-0.02143273576886145,0.00832372828251874,-0.0013067052122887105,0.03883155553700175,0.022889335877178833,-0.02300531532276112
lh_transversetemporal-rh_superiorfrontal,0.009383688358906439,-0.016643725386531593,0.001772117114601643,-0.000524610185183051,0.006050527608660852,-0.013558286086071786,-0.049332177565564336
lh_transversetemporal-rh_superiorparietal,0.010399416013670122,-0.0042728188134744825,0.021298426975696887,0.009483919455787512,0.0392113413672925,0.028255455374190785,-0.00803948972316314
lh_transversetemporal-rh_superiortemporal,0.00803360237464053,-0.012867682167745417,0.01156722589225882,0.0029414551475699796,0.001947745554337204,-0.007903004631705806,-0.049111077395052695
lh_transversetemporal-rh_supramarginal,0.010714860629967352,-0.007112409366758419,0.014615262640525852,0.013261416992984184,0.019057193201844683,-0.0018064518405540475,-0.044161010586354334
lh_transversetemporal-rh_frontalpole,-0.012549736045703962,-0.04430165863280049,-0.012860400888001952,-0.036711217060771156,0.00730067111501524,0.017546087366665325,-0.0488842368106385
lh_transversetemporal-rh_temporalpole,6.947387453531492e-05,-0.04009914424590178,-0.017041074211239408,-0.030274923929488644,0.022354471841086188,-0.00779372670060314,-0.043694854851822375
lh_transversetemporal-rh_transversetemporal,-0.016972086583654906,-0.023940279712869397,-0.015086010183026828,-0.016328575483215764,0.005199750227626841,-0.004072677325646961,-0.013207827903958387
lh_transversetemporal-rh_insula,0.005698796314573667,-0.010850480442617005,0.010025693681464696,0.018994790016576692,-0.00943559257338991,0.007115843948767029,-0.018186967941407083
lh_insula-rh_bankssts,-0.009790427863082155,-0.014505608685205309,-0.0005561950640590445,-0.0010132347841344304,-0.01987803197007092,-0.014030401815341475,0.021821235797755037
lh_insula-rh_caudalanteriorcingulate,0.004244205258845395,0.00016847310764122743,0.02041182662541093,-0.008685145055756986,0.030477657050922626,-0.012694680040483108,0.0511680853703266
lh_insula-rh_caudalmiddlefrontal,0.019825681636306162,0.004390127851381465,0.026503097009919378,0.012404949321339532,-0.02309601231376915,-0.01999097272868583,-0.005667017459195971
lh_insula-rh_cuneus,0.020604785720682743,-0.030032653670347804,-0.01705723533308912,0.011527250422590911,0.005705126405216761,0.004190535470712255,0.01741237253249587
lh_insula-rh_entorhinal,0.009042428602137897,-0.01839184294893861,0.001963696464929043,-0.025481303238896778,0.009321604952632774,0.006856906255207511,-0.0035302577970880915
lh_insula-rh_fusiform,-0.0005600449768118412,-0.017685308331969744,0.02852666364659585,0.004821058266973135,-0.0030802127661189406,0.017023375429134433,0.024761177384902456
lh_insula-rh_inferiorparietal,0.0027053938190299085,-0.02147160507996403,-0.002702927816606467,-0.019542431020956413,-0.026726861631866515,-0.011770938480062262,0.01076442371963577
lh_insula-rh_inferiortemporal,0.008016755651543025,-0.027440984509175082,0.01141498488965384,-0.012554925343762303,-0.03144270958728822,-0.023458882535723896,-0.012871688000690273
lh_insula-rh_isthmuscingulate,0.0012671693798472232,-0.029585192269326734,-0.005669958263883274,-0.010293262539839698,0.008943349221264633,-0.013446088086834623,0.01745335101581808
lh_insula-rh_lateraloccipital,0.016781160866896724,-0.021381625164505903,-0.0028744247113888545,-0.005759228889531235,-0.022984573506947006,-0.005747116795973089,0.01771253763573339
lh_insula-rh_lateralorbitofrontal,0.006846039526447933,-0.02039362455964948,0.003212996350458193,-0.012253015603444913,-0.010637797531141586,-0.010603599094614183,-0.00393959699285686
lh_insula-rh_lingual,0.008258823811350548,-0.03892298529211034,-0.011611915620636914,0.014330795218240601,0.014873771712325096,-0.000883767650402738,0.02942486638784348
lh_insula-rh_medialorbitofrontal,0.02313138445419296,0.0013772978744160758,0.028373992699889845,-0.004270088340966213,-0.005670200533008074,-0.012936583131121768,-0.0020908147983444737
lh_insula-rh_middletemporal,0.011712501229636544,-0.010179463693461684,0.022763148987643523,-0.003649351501545881,-0.014120596585787756,-0.004881106830399007,0.006022633255982494
lh_insula-rh_parahippocampal,-0.01780313599575119,-0.040249156463622406,-0.017929756113751923,-0.010844798213535504,0.011311765466427585,0.010096049332011836,0.031089112618387336
lh_insula-rh_paracentral,0.01792238670829307,0.006953038281179506,0.03981226738839408,0.016269823598420257,0.012304068659219685,-0.023808877584510408,-0.009545935000726827
lh_insula-rh_parsopercularis,0.023605409262150212,0.006713774638840586,0.029955354994317493,0.00636566057234289,-0.01713750869732704,-0.02305560171165155,-0.015229996203138333
lh_insula-rh_parsorbitalis,0.029442984342317655,0.003597453325784471,0.029634033895347356,-0.008975379246430893,-0.010696246362419285,-0.006040747197009386,0.009472424771931165
lh_insula-rh_parstriangularis,0.02184865123440226,0.004532939104683396,0.026481958120358452,0.012386884147601737,0.0004980575880055425,-0.010957206165651908,0.011624923120229752
lh_insula-rh_pericalcarine,0.02591670684723776,-0.030526373424538147,-0.026870462840825542,0.006927310329485274,0.020733149068521774,0.009221752165427278,0.04123720583044005
lh_insula-rh_postcentral,0.015397748937091683,-0.008203782235820016,0.022657245073569254,0.022547695239136252,0.004657201284312043,-0.00023279399893466382,0.02817355394579269
lh_insula-rh_posteriorcingulate,0.010393534626384683,-0.00245664327412122,0.017498212926192525,-0.03166278728500117,0.02082193377071976,-0.018206273806536073,0.016558110661343856
lh_insula-rh_precentral,0.009622424749084337,-0.0029538022700180667,0.030572856606387845,0.02379901293758167,-0.01288898640699627,-0.02137732138214956,-0.007967651763632556
lh_insula-rh_precuneus,0.012831530960126366,-0.008100456935287466,0.01998184768333089,0.011416501991744436,-0.01060249172029287,0.005938544924805235,0.01911896841416488
lh_insula-rh_rostralanteriorcingulate,0.008221906000465348,-0.005405883963938178,0.02433277713379899,-0.007242708806731563,0.0025399291761026253,-0.001956211268018963,0.0038018612688961403
lh_insula-rh_rostralmiddlefrontal,0.025618345187804162,-0.0038858217127624483,0.014867296147038056,-0.012481781354213546,-0.011206780935679474,-0.008239936659738979,0.01562885429154804
lh_insula-rh_superiorfrontal,0.02537209405265603,-0.0026360232775426403,0.029799040322920946,-0.01199663255970077,-0.024846818518021827,-0.019700300089075924,-0.01945242380429035
lh_insula-rh_superiorparietal,0.020237589828802652,-0.0004543005425274879,0.015623499454643681,0.023521818109615816,-0.007940598864300942,-0.0024811113151444793,0.02772028501117577
lh_insula-rh_superiortemporal,0.005747535987047306,-0.022774858742757,0.019745428271651943,-0.014048147315596013,-0.02196290906787253,-0.005899330090634856,0.004281474524390372
lh_insula-rh_supramarginal,0.007671202407921641,-0.014111682716900416,0.006228239962002067,-0.007145479578752163,-0.02257413506010936,-0.01803714669948066,-0.002204155915582357
lh_insula-rh_frontalpole,0.022654774751769226,-0.01649108869426512,0.003170974375195635,-0.029961427474875763,-0.004276996050029352,-0.00022990652968649783,-0.021698384106635934
lh_insula-rh_temporalpole,0.026037327033504122,-0.01661576310467017,0.012709924666764504,-0.027517161001531804,0.02078216779548694,-0.0070758571390632016,-0.038985254140887125
lh_insula-rh_transversetemporal,0.005805665807822898,-0.002911934739976952,0.015192163715985713,0.030554230010019376,0.0027755056250611887,-0.026718831547205137,0.014480899434192781
lh_insula-rh_insula,-0.026682863969079373,-0.03472565132382723,-0.003146014990226231,-0.029861564845137408,-0.014398123567645565,0.014025973795354208,0.005096180024098963
rh_bankssts-rh_caudalanteriorcingulate,0.0044434719991417815,0.0037037831657955713,0.023117992364546997,-0.030182874906754743,0.031927269421605335,-0.016800160724742424,0.0102207338076466
rh_bankssts-rh_caudalmiddlefrontal,-0.0006891991989628544,-0.009632630773622067,0.011885948167336414,-0.011079029613869156,0.009770351994277058,0.01645406866100307,-0.02063614813653481
rh_bankssts-rh_cuneus,0.03018771169758476,-0.025887742570493474,-0.018760483622332312,-0.008229947061290656,0.008546274057680995,0.015100595391297857,-0.01613632413327965
rh_bankssts-rh_entorhinal,0.005486891777097495,-0.010457636695755482,0.011131948556417883,-0.025992940418151554,0.024837001679962025,0.027148453098406692,-0.02008226816182477
rh_bankssts-rh_fusiform,0.003995589000620012,-0.00828022128974097,0.023844747675758348,-0.004756206906268559,0.016601187560060866,0.032935680793996586,-0.018520978965635575
rh_bankssts-rh_inferiorparietal,-0.0006608319367347032,-0.016756176044405997,0.0005653553749027092,-0.030378620016386026,0.006643633380547688,0.021912585144298502,-0.02873329115792644
rh_bankssts-rh_inferiortemporal,0.00376482166086614,-0.01251712642774806,0.01949247258346081,-0.008305977116751842,0.009371885453915558,0.018182590062402887,-0.03424039225172283
rh_bankssts-rh_isthmuscingulate,0.005046350476792357,-0.023963627337799002,-0.011873338126911206,-0.012307148542191611,0.025782071053527252,-0.01641176052652886,-0.028117365528619608
rh_bankssts-rh_lateraloccipital,0.021175930422227207,-0.013561869541320411,0.00025788201650053333,-0.01961370472332853,-0.0036116366933178832,0.016615215696863115,-0.022369211901546462
rh_bankssts-rh_lateralorbitofrontal,-7.967620986085459e-05,-0.01590569098788053,0.007022902239713672,-0.035090415914315436,-0.004831652057321692,0.022960122587310974,-0.026978859045287563
rh_bankssts-rh_lingual,0.02370930152271275,-0.0313446542075459,-0.015339552777878164,-0.006776977173984769,0.01259660791605002,0.005599010912374059,-0.01484240816560598
rh_bankssts-rh_medialorbitofrontal,0.019332653807324872,0.011462914025604419,0.037263875718356015,-0.004598197704903268,0.02391097752884254,0.02995708370420665,-0.020833376175853437
rh_bankssts-rh_middletemporal,0.0035535672856825697,-0.008015220013264206,0.014885388440679817,-0.01977261543620163,0.011822539130056492,0.02151670799285567,-0.02987830531325158
rh_bankssts-rh_parahippocampal,-0.008511445959504317,-0.01935265472962587,0.006427150032384267,-0.011340538113576947,0.027152753952577536,0.037222617117169614,-0.0027962631173375006
rh_bankssts-rh_paracentral,0.004119834588332611,-0.005973151903845651,0.01890567435830621,-0.010175999297169678,0.025440795019991472,-0.001422308854970923,-0.037646939856978444
rh_bankssts-rh_parsopercularis,0.0013517067480447954,-0.00962027891833727,0.007973896838121795,-0.019265712416397494,0.000308175708807459,0.0008069047689947007,-0.03355392717415264
rh_bankssts-rh_parsorbitalis,0.012374092931713642,0.0032643221477711014,0.030780305297201042,-0.01503974913525228,0.012685400212161805,0.026164071218471877,-0.02884983641991553
rh_bankssts-rh_parstriangularis,0.0006216568229108344,-0.011477469663758406,0.01076342830531811,-0.017956004023306212,0.015168572391939486,0.014896469314935145,-0.021135102159710952
rh_bankssts-rh_pericalcarine,0.03486697409290482,-0.025866338214465094,-0.03051813346068207,-0.017933216510768995,0.005312209666650177,0.008247525880532392,-0.006577812787555554
rh_bankssts-rh_postcentral,0.010767763622831805,-0.015718614056199842,0.008369785344014032,-0.006808961937291367,0.00587948517983602,0.01545036395187714,-0.014944080748971803
rh_bankssts-rh_posteriorcingulate,0.012445584588341484,0.006881833246393362,0.01750521360190457,-0.04492204655995564,0.048389872492029265,-0.007251823004503222,-0.01578804584331476
rh_bankssts-rh_precentral,-0.0030218984747777027,-0.012193584867697815,0.011745423618846743,-0.003957476440421084,0.017624509548883192,0.013904466299953283,-0.037200280456832595
rh_bankssts-rh_precuneus,0.002009136492514579,-0.01873906831648005,0.0031872322433473908,-0.01704646510480821,0.009283447554517035,0.026534404343259186,-0.02501155167085812
rh_bankssts-rh_rostralanteriorcingulate,-0.0005083218793568141,-0.0022583140880052385,0.03900693532815272,0.007871636168732779,0.012049612891097341,0.0066278713362931015,-0.0235197969244032
rh_bankssts-rh_rostralmiddlefrontal,0.013492137722821096,-0.0021970844495282607,0.013350803395143437,-0.023844315447159876,0.015001210361561957,0.024602807262534637,-0.0257255279251099
rh_bankssts-rh_superiorfrontal,0.014115779456729222,0.003612223206884527,0.029994463097130247,-0.010985796840709864,0.02905033023079543,0.033222656806034756,-0.030390878949282493
rh_bankssts-rh_superiorparietal,0.0083493996389003,-0.014993666628502414,0.0021318198282275084,-0.013243235005618423,-0.010037422221534838,0.011525074591446492,-0.019605277409382237
rh_bankssts-rh_superiortemporal,0.004778585452163879,-0.007588107807423369,0.017099703486120325,-0.018762193064392942,0.007456690756088759,0.020640235738576092,-0.028067345472962083
rh_bankssts-rh_supramarginal,-0.0054967560981339075,-0.02104464745192004,0.002546383318112757,-0.032904859386999115,-1.524301615555471e-05,0.00840290294611099,-0.03957611871352526
rh_bankssts-rh_frontalpole,0.007183354357426848,-0.01252507117073283,0.014675802526611381,-0.026374953130913575,0.018094650613288365,0.03213356626010513,-0.042613826757543716
rh_bankssts-rh_temporalpole,0.013798647302092484,-0.01684186590966029,0.009897226627990497,-0.025973722012182957,0.03468432637716233,0.010786903862965956,-0.044291233600356764
rh_bankssts-rh_transversetemporal,-0.007469263734737547,-0.0181799792914454,-0.007030565415000699,-0.004657155389357703,-0.006188647142145297,-0.0390926215088824,-0.028311165761657302
rh_bankssts-rh_insula,-0.007883606956970237,-0.015499202324986533,-0.0028085813617108055,-0.003343392875492163,-0.022660739289762342,0.0006607311967639191,0.013308747497432804
rh_caudalanteriorcingulate-rh_caudalmiddlefrontal,-5.5627683150355907e-05,0.005268658245228017,0.029254523380669962,-0.016533098339327038,0.023621781866994193,-0.04007027006928148,0.042630151261460796
rh_caudalanteriorcingulate-rh_cuneus,0.005275563083446856,-0.03170649163164253,0.0021932785389325664,0.028754857807760822,0.018305176222372526,0.01351669206329553,0.0032006249849880165
rh_caudalanteriorcingulate-rh_entorhinal,-0.0036034886145082613,-0.014411427991779219,0.011568129092259936,-0.03184536009461045,0.02739414391424559,-0.024826769029597386,0.023241987829823164
rh_caudalanteriorcingulate-rh_fusiform,-0.008003389675308845,-0.005366608891365593,0.016550531262382536,-0.026727077784210847,0.021685319188937013,-0.041076830763126966,0.03291762239924856
rh_caudalanteriorcingulate-rh_inferiorparietal,-0.006381105415387019,-0.00012087154756871493,0.028084650325215867,-0.023570426238523057,0.022439977782160853,-0.03877646213288736,0.038918847998833
rh_caudalanteriorcingulate-rh_inferiortemporal,-0.007746060891675074,-0.0066849277273010495,0.020190128040693422,-0.01699722432981409,0.03069547533828195,-0.03840866754369858,0.03770236910598113
rh_caudalanteriorcingulate-rh_isthmuscingulate,-0.02635308116466919,-0.02961296488285175,-0.00803213466457969,-0.0198553013248132,0.0022480673757995988,-0.012403821165885573,0.013231032192738757
rh_caudalanteriorcingulate-rh_lateraloccipital,-0.010574436709478134,-0.012620542538506418,0.02727655497336689,-0.01201062136774183,0.010071580700719928,-0.029035354703219742,0.025411823760795503
rh_caudalanteriorcingulate-rh_lateralorbitofrontal,-0.018572709908053164,-0.01716113436110627,0.008765378553394784,-0.016947885602600722,0.02073995451022173,-0.03812436733917874,0.03191275482851045
rh_caudalanteriorcingulate-rh_lingual,-0.010189086198280134,-0.032293146792541395,0.004643885631149301,0.016752700690509142,0.020530199544060032,-0.007981394409034068,0.008295124047382514
rh_caudalanteriorcingulate-rh_medialorbitofrontal,-0.012910065301586456,-0.015324490151199384,0.024643982500323264,-0.015636576385606504,0.017582698663960904,-0.035913239456740284,0.02116958192559422
rh_caudalanteriorcingulate-rh_middletemporal,-0.014620697035217132,-0.01574268978785827,0.01901327835441445,-0.023141453099548064,0.018683118866990474,-0.03769375514439124,0.02772835866054945
rh_caudalanteriorcingulate-rh_parahippocampal,-0.00750323283497468,-0.0176952032912581,0.011070302184384286,-0.01218764486222719,0.02716776292916198,-0.023232730479875154,0.024504468676664466
rh_caudalanteriorcingulate-rh_paracentral,-0.014903769233646107,-0.01201795880262262,0.02569856784492621,-0.012861055097546502,0.019354947461911708,-0.03345987227380374,0.039990547258383066
rh_caudalanteriorcingulate-rh_parsopercularis,-0.0020510272899095833,0.0020784772287084606,0.023144062293782585,-0.026509956207981234,0.019747908434833955,-0.04504770682434336,0.022764836068357434
rh_caudalanteriorcingulate-rh_parsorbitalis,-0.002859904770550775,-0.0029032370409053654,0.032290570134724056,-0.028295265196285262,0.006603784492961816,-0.040267159625483745,0.03512329805861643
rh_caudalanteriorcingulate-rh_parstriangularis,-0.006810500184429058,-0.0024793477014525044,0.02683510751132113,-0.022062361083410125,0.017738719520913222,-0.04704316066169975,0.029051539728805652
rh_caudalanteriorcingulate-rh_pericalcarine,0.014742301283983092,-0.023990768482138707,-0.01456117482029014,0.01819507087316106,-0.004806575734750086,0.023025725740005328,-0.014123756208824742
rh_caudalanteriorcingulate-rh_postcentral,-0.012371027855239828,-0.019326691655759332,0.028936480832763685,0.00805721445759942,0.013918184332411165,-0.007331052007605309,0.026630297410738562
rh_caudalanteriorcingulate-rh_posteriorcingulate,-0.028081854304558708,-0.029060783037045203,-0.011570120323532378,-0.0015048517666906307,-0.0006037089988745344,-0.00024321754391141826,0.037673268392403716
rh_caudalanteriorcingulate-rh_precentral,-0.010662346806133777,-0.007614285556202236,0.026041665613147073,-0.021778221391228276,0.02192629131440989,-0.027502473335970334,0.04770789789378529
rh_caudalanteriorcingulate-rh_precuneus,-0.008018882987223102,-0.0007894186867658608,0.030816335569574447,-0.00993179925105221,0.021174361077258605,-0.03429141271063274,0.043169123804622296
rh_caudalanteriorcingulate-rh_rostralanteriorcingulate,-0.031042614264391866,-0.02736672470396894,-0.016249362912535058,-0.020957384926842973,0.011542194919430539,-0.01816611918432645,0.04705022560306372
rh_caudalanteriorcingulate-rh_rostralmiddlefrontal,-0.011507425604700323,-0.013524376416162791,0.014222795307265054,-0.028985404905332603,0.010177271532159731,-0.05237287024835299,0.025911564881334597
rh_caudalanteriorcingulate-rh_superiorfrontal,0.002974180620587517,0.004119593143978846,0.03008627001674093,-0.027847464462209943,0.023082123568946466,-0.04501986337935861,0.038492541789686016
rh_caudalanteriorcingulate-rh_superiorparietal,-0.0017330839987539867,-0.00025978339313557626,0.036033551020195946,-0.0016440104777597777,0.00920823269117011,-0.027551540094521994,0.033288882067181606
rh_caudalanteriorcingulate-rh_superiortemporal,-0.003027207545738921,-0.006900902133624539,0.025678817044385724,-0.03212602228961659,0.016978555311347357,-0.03847889573129052,0.025287969800814984
rh_caudalanteriorcingulate-rh_supramarginal,-0.00027842423572826676,0.006644105788474804,0.03258582104474904,-0.02152068898950654,0.02215381903638387,-0.04347881654982652,0.03580433907423158
rh_caudalanteriorcingulate-rh_frontalpole,0.0016050079427588888,-0.01521762824838862,0.018734172339562493,-0.03224435799486907,0.02147286767769133,-0.01521587369984075,-0.00019823736053363892
rh_caudalanteriorcingulate-rh_temporalpole,0.008696407694011386,-0.020909766104582242,0.004611939468045142,-0.03640548029630386,0.03783469854142982,-0.02383292149955037,-0.007502742130556566
rh_caudalanteriorcingulate-rh_transversetemporal,-0.003394288606496185,0.004743499069778139,0.03576963608883137,0.017445118861209908,0.05029926825573507,-0.002275903963301061,0.04352118455778113
