,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6
rh_rostralmiddlefrontal_thickness,-0.15639683172621774,0.04053138265198213,0.08259673708242364,-0.12757556175232646,0.06939808852608216,0.04221340860134907
lh_superiorfrontal_thickness,-0.20370746940897325,-0.02078878379006195,0.12229713823188981,0.036802399554484506,-0.08411396436054247,-0.02519610762254027
rh_superiorfrontal_thickness,-0.18955173975856665,0.000331181760909204,0.0712053274423623,-0.16323671737019044,0.03603783516067928,0.09442307797261634
lh_superiorparietal_thickness,-0.14091295334554452,0.06361413877201126,0.10002210711309721,0.048881352596303974,-0.017771243592965388,-0.2213590464848233
rh_superiorparietal_thickness,-0.13571031234022848,0.0693635812649475,0.03591568726397745,-0.16330679423553401,0.08595901878449892,-0.09624476814764849
lh_superiortemporal_thickness,-0.16049028567113816,0.01076499088471456,-0.026431369534629226,0.12741966040050734,-0.19556304253778709,0.24850029529111906
rh_superiortemporal_thickness,-0.17317120146849396,-0.0038057427501792256,-0.11986368845333056,-0.10416377520638051,-0.011295360844798477,0.30644725715767895
lh_supramarginal_thickness,-0.16401247609701586,0.03600081114590044,0.1179820030910544,0.07506054892372517,-0.02930396215693203,-0.021813680883728107
rh_supramarginal_thickness,-0.156740489499592,0.04524467331547131,0.04020325062546808,-0.11954661944323293,0.06967760925887398,0.06919921033515591
lh_transversetemporal_thickness,0.0182499717004805,0.20535141130125342,-0.06095642889132764,0.30847585069845507,0.24735462149423917,0.013735125712591601
rh_transversetemporal_thickness,-0.0010798183431257932,0.1732954636891972,-0.1372048618449946,0.20203592493501868,0.33156721774692033,0.04918839967875453
sex_1,0.03863357753388781,0.038763558819563664,-0.16821933981936818,-0.019940324262741733,-0.15236076779763597,0.16788737276907778
assessment_centre_11026,0.020553316851372173,0.03744653986363178,-0.015407142070081207,0.11183873939307075,0.11477562849029137,0.03680018148128585
assessment_centre_11027,0.020851127323231817,0.012301407341784275,0.054099871258146165,-0.006216048705457496,0.04594681124421053,-0.14265264356223095
